"ID";"N";"E";"Z1_int";"Z2_int";"Z3_int";"Z4_int";"Z5_int";"Z6_int";"interv"
"k-544997";"21";"3";"1";"0";"1";"1";"1";"1";"all"
"v-806518";"62";"1";"0";"0";"0";"0";"0";"0";"None"
"v-806518";"9";"2";"1";"0";"1";"0";"0";"0";"rand"
"v-806518";"29";"3";"1";"0";"1";"0";"0";"0";"close"
"c-479028";"45";"1";"0";"0";"0";"0";"0";"0";"None"
"c-479028";"53";"2";"0";"0";"1";"0";"0";"0";"close"
"c-479028";"2";"3";"0";"0";"0";"0";"0";"1";"rand"
"h-221358";"41";"1";"0";"0";"0";"0";"0";"0";"None"
"h-221358";"11";"2";"1";"1";"1";"0";"1";"1";"all"
"h-221358";"48";"3";"0";"0";"1";"0";"0";"1";"close"
"j-235129";"36";"1";"0";"0";"0";"0";"0";"0";"None"
"j-235129";"17";"2";"0";"1";"0";"0";"0";"1";"rand"
"j-235129";"47";"3";"0";"0";"1";"0";"0";"1";"rand"
"r-145875";"68";"1";"0";"0";"0";"0";"0";"0";"None"
"r-145875";"4";"2";"1";"1";"1";"1";"0";"1";"all"
"r-145875";"28";"3";"1";"1";"1";"1";"0";"1";"all"
"l-308796";"69";"1";"0";"0";"0";"0";"0";"0";"None"
"l-308796";"24";"2";"1";"0";"1";"0";"0";"0";"close"
"l-308796";"7";"3";"1";"0";"1";"0";"0";"0";"close"
"t-618773";"13";"1";"0";"0";"0";"0";"0";"0";"None"
"t-618773";"44";"2";"0";"1";"0";"0";"0";"0";"close"
"t-618773";"43";"3";"0";"1";"0";"0";"0";"0";"rand"
"l-451703";"80";"1";"0";"0";"0";"0";"0";"0";"None"
"l-451703";"11";"2";"1";"0";"0";"0";"0";"0";"rand"
"l-451703";"9";"3";"0";"0";"1";"0";"0";"0";"rand"
"j-505192";"19";"1";"0";"0";"0";"0";"0";"0";"None"
"j-505192";"25";"2";"0";"0";"1";"0";"0";"1";"rand"
"j-505192";"56";"3";"1";"1";"1";"0";"1";"1";"all"
"j-191828";"6";"1";"0";"0";"0";"0";"0";"0";"None"
"j-191828";"57";"2";"1";"1";"0";"1";"1";"1";"all"
"j-191828";"37";"3";"1";"1";"0";"1";"1";"1";"all"
"l-793066";"54";"1";"0";"0";"0";"0";"0";"0";"None"
"l-793066";"35";"2";"0";"0";"1";"0";"0";"1";"rand"
"l-793066";"11";"3";"0";"1";"0";"0";"0";"1";"rand"
"k-111650";"78";"1";"0";"0";"0";"0";"0";"0";"None"
"k-111650";"21";"2";"0";"0";"1";"0";"0";"0";"rand"
"k-111650";"1";"3";"0";"0";"0";"1";"0";"0";"rand"
"c-480927";"27";"1";"0";"0";"0";"0";"0";"0";"None"
"c-480927";"61";"2";"1";"1";"1";"1";"1";"0";"all"
"c-480927";"12";"3";"0";"0";"1";"0";"0";"0";"rand"
"c-772727";"53";"1";"0";"0";"0";"0";"0";"0";"None"
"c-772727";"27";"2";"1";"0";"1";"1";"1";"1";"all"
"c-772727";"20";"3";"1";"0";"1";"1";"1";"1";"all"
"h-709816";"28";"1";"0";"0";"0";"0";"0";"0";"None"
"h-709816";"46";"2";"0";"1";"0";"0";"0";"0";"close"
"h-709816";"26";"3";"0";"0";"1";"0";"0";"0";"close"
"m-893941";"152";"1";"0";"0";"0";"0";"0";"0";"None"
"m-893941";"7";"2";"1";"1";"1";"0";"1";"1";"all"
"m-893941";"41";"3";"0";"0";"1";"0";"0";"1";"close"
"p-827939";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"p-827939";"138";"2";"1";"0";"1";"1";"1";"1";"all"
"p-827939";"40";"3";"1";"0";"1";"0";"0";"0";"close"
"t-146105";"91";"1";"0";"0";"0";"0";"0";"0";"None"
"t-146105";"79";"2";"1";"0";"1";"1";"1";"1";"all"
"t-146105";"30";"3";"1";"0";"1";"1";"1";"1";"all"
"s-749275";"158";"1";"0";"0";"0";"0";"0";"0";"None"
"s-749275";"7";"2";"0";"0";"1";"0";"0";"1";"close"
"s-749275";"35";"3";"0";"0";"1";"0";"0";"1";"rand"
"q-147401";"126";"1";"0";"0";"0";"0";"0";"0";"None"
"q-147401";"43";"2";"0";"0";"0";"0";"0";"1";"close"
"q-147401";"31";"3";"0";"0";"0";"0";"0";"1";"rand"
"e-235790";"151";"1";"0";"0";"0";"0";"0";"0";"None"
"e-235790";"9";"2";"1";"0";"1";"0";"0";"0";"close"
"e-235790";"40";"3";"1";"0";"0";"1";"0";"0";"rand"
"l-932910";"36";"1";"0";"0";"0";"0";"0";"0";"None"
"l-932910";"30";"2";"0";"1";"1";"1";"1";"1";"all"
"l-932910";"134";"3";"0";"0";"1";"0";"0";"0";"close"
"x-715043";"107";"1";"0";"0";"0";"0";"0";"0";"None"
"x-715043";"31";"2";"0";"1";"0";"0";"0";"1";"rand"
"x-715043";"62";"3";"0";"0";"1";"0";"0";"1";"close"
"w-879229";"157";"1";"0";"0";"0";"0";"0";"0";"None"
"w-879229";"6";"2";"0";"0";"1";"0";"0";"0";"rand"
"w-879229";"37";"3";"0";"0";"0";"1";"0";"0";"rand"
"c-257810";"35";"1";"0";"0";"0";"0";"0";"0";"None"
"c-257810";"13";"2";"0";"1";"0";"1";"0";"0";"rand"
"c-257810";"152";"3";"0";"1";"0";"0";"0";"1";"close"
"v-494128";"30";"1";"0";"0";"0";"0";"0";"0";"None"
"v-494128";"34";"2";"1";"0";"1";"0";"0";"0";"close"
"v-494128";"136";"3";"1";"0";"1";"0";"0";"0";"close"
"z-259865";"185";"1";"0";"0";"0";"0";"0";"0";"None"
"z-259865";"13";"2";"0";"1";"0";"0";"0";"1";"rand"
"z-259865";"2";"3";"0";"0";"1";"0";"0";"1";"close"
"m-310650";"173";"1";"0";"0";"0";"0";"0";"0";"None"
"m-310650";"23";"2";"1";"1";"0";"1";"1";"1";"all"
"m-310650";"4";"3";"0";"1";"0";"0";"0";"1";"close"
"x-240150";"130";"1";"0";"0";"0";"0";"0";"0";"None"
"x-240150";"70";"2";"1";"1";"1";"0";"1";"1";"all"
"x-240150";"0";"3";"0";"0";"1";"0";"0";"1";"rand"
"c-453458";"40";"1";"0";"0";"0";"0";"0";"0";"None"
"c-453458";"70";"2";"1";"1";"0";"1";"1";"1";"all"
"c-453458";"90";"3";"1";"0";"0";"0";"0";"1";"close"
"s-937648";"61";"1";"0";"0";"0";"0";"0";"0";"None"
"s-937648";"128";"2";"1";"0";"0";"0";"0";"1";"rand"
"s-937648";"11";"3";"1";"0";"1";"0";"0";"0";"close"
"j-698254";"31";"1";"0";"0";"0";"0";"0";"0";"None"
"j-698254";"70";"2";"0";"1";"1";"1";"1";"1";"all"
"j-698254";"99";"3";"0";"1";"1";"1";"1";"1";"all"
"i-633477";"129";"1";"0";"0";"0";"0";"0";"0";"None"
"i-633477";"49";"2";"0";"1";"0";"0";"0";"0";"close"
"i-633477";"22";"3";"0";"1";"1";"1";"1";"1";"all"
"o-970128";"48";"1";"0";"0";"0";"0";"0";"0";"None"
"o-970128";"35";"2";"1";"1";"0";"1";"1";"1";"all"
"o-970128";"117";"3";"0";"1";"0";"0";"0";"1";"rand"
"y-224374";"56";"1";"0";"0";"0";"0";"0";"0";"None"
"y-224374";"116";"2";"0";"0";"1";"0";"0";"0";"rand"
"y-224374";"28";"3";"0";"0";"0";"1";"0";"0";"rand"
"f-694820";"190";"1";"0";"0";"0";"0";"0";"0";"None"
"f-694820";"4";"2";"1";"0";"1";"1";"1";"1";"all"
"f-694820";"6";"3";"1";"0";"1";"0";"0";"0";"close"
"q-925444";"166";"1";"0";"0";"0";"0";"0";"0";"None"
"q-925444";"22";"2";"0";"0";"0";"0";"0";"1";"rand"
"q-925444";"12";"3";"0";"0";"0";"0";"0";"1";"rand"
"u-843925";"46";"1";"0";"0";"0";"0";"0";"0";"None"
"u-843925";"127";"2";"0";"0";"1";"0";"0";"1";"rand"
"u-843925";"27";"3";"0";"0";"1";"0";"0";"1";"close"
"r-703069";"24";"1";"0";"0";"0";"0";"0";"0";"None"
"r-703069";"82";"2";"0";"0";"0";"0";"0";"1";"close"
"r-703069";"94";"3";"0";"0";"0";"0";"0";"1";"rand"
"b-131733";"158";"1";"0";"0";"0";"0";"0";"0";"None"
"b-131733";"7";"2";"1";"0";"1";"0";"0";"0";"rand"
"b-131733";"35";"3";"1";"0";"1";"1";"1";"1";"all"
"k-374773";"18";"1";"0";"0";"0";"0";"0";"0";"None"
"k-374773";"138";"2";"0";"0";"0";"0";"0";"1";"rand"
"k-374773";"44";"3";"0";"0";"0";"0";"0";"1";"rand"
"l-506187";"74";"1";"0";"0";"0";"0";"0";"0";"None"
"l-506187";"86";"2";"1";"0";"1";"0";"0";"0";"close"
"l-506187";"40";"3";"1";"0";"1";"0";"0";"0";"close"
"o-789761";"109";"1";"0";"0";"0";"0";"0";"0";"None"
"o-789761";"39";"2";"1";"1";"1";"0";"1";"1";"all"
"o-789761";"52";"3";"1";"1";"1";"0";"1";"1";"all"
"q-175713";"160";"1";"0";"0";"0";"0";"0";"0";"None"
"q-175713";"26";"2";"0";"0";"0";"0";"0";"1";"rand"
"q-175713";"14";"3";"0";"0";"0";"0";"0";"1";"rand"
"i-712605";"125";"1";"0";"0";"0";"0";"0";"0";"None"
"i-712605";"26";"2";"1";"0";"0";"0";"0";"1";"rand"
"i-712605";"49";"3";"1";"1";"1";"0";"1";"1";"all"
"b-922515";"25";"1";"0";"0";"0";"0";"0";"0";"None"
"b-922515";"4";"2";"0";"0";"1";"0";"0";"0";"close"
"b-922515";"171";"3";"0";"1";"1";"1";"1";"1";"all"
"p-764645";"139";"1";"0";"0";"0";"0";"0";"0";"None"
"p-764645";"45";"2";"0";"1";"0";"0";"0";"0";"close"
"p-764645";"16";"3";"0";"0";"0";"0";"0";"1";"rand"
"e-968109";"84";"1";"0";"0";"0";"0";"0";"0";"None"
"e-968109";"91";"2";"1";"0";"1";"0";"0";"0";"close"
"e-968109";"25";"3";"1";"0";"1";"0";"0";"0";"rand"
"n-991536";"182";"1";"0";"0";"0";"0";"0";"0";"None"
"n-991536";"11";"2";"1";"1";"0";"1";"1";"1";"all"
"n-991536";"7";"3";"1";"1";"0";"1";"1";"1";"all"
"s-170949";"97";"1";"0";"0";"0";"0";"0";"0";"None"
"s-170949";"22";"2";"0";"0";"1";"0";"0";"1";"close"
"s-170949";"81";"3";"1";"0";"0";"0";"0";"1";"rand"
"l-657690";"198";"1";"0";"0";"0";"0";"0";"0";"None"
"l-657690";"2";"2";"0";"0";"0";"0";"1";"0";"close"
"l-657690";"0";"3";"0";"0";"0";"0";"1";"0";"close"
"x-399170";"195";"1";"0";"0";"0";"0";"0";"0";"None"
"x-399170";"3";"2";"1";"0";"1";"0";"0";"0";"close"
"x-399170";"2";"3";"1";"0";"0";"0";"0";"1";"rand"
"f-331354";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"f-331354";"71";"2";"1";"1";"1";"1";"1";"0";"all"
"f-331354";"71";"3";"0";"0";"0";"1";"0";"0";"rand"
"z-295437";"50";"1";"0";"0";"0";"0";"0";"0";"None"
"z-295437";"75";"2";"1";"0";"1";"0";"0";"0";"close"
"z-295437";"75";"3";"1";"0";"0";"1";"0";"0";"rand"
"p-520087";"64";"1";"0";"0";"0";"0";"0";"0";"None"
"p-520087";"65";"2";"0";"1";"0";"0";"0";"1";"rand"
"p-520087";"71";"3";"0";"1";"0";"1";"0";"0";"rand"
"j-342404";"36";"1";"0";"0";"0";"0";"0";"0";"None"
"j-342404";"124";"2";"0";"0";"1";"0";"0";"0";"close"
"j-342404";"40";"3";"0";"0";"1";"0";"0";"0";"close"
"a-623089";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"a-623089";"95";"2";"0";"0";"0";"0";"1";"0";"rand"
"a-623089";"47";"3";"1";"1";"1";"1";"1";"0";"all"
"k-742929";"52";"1";"0";"0";"0";"0";"0";"0";"None"
"k-742929";"40";"2";"1";"1";"1";"1";"1";"0";"all"
"k-742929";"108";"3";"0";"0";"1";"0";"0";"0";"close"
"j-699236";"186";"1";"0";"0";"0";"0";"0";"0";"None"
"j-699236";"14";"2";"1";"0";"0";"0";"0";"1";"rand"
"j-699236";"0";"3";"1";"0";"1";"0";"0";"0";"close"
"i-419607";"91";"1";"0";"0";"0";"0";"0";"0";"None"
"i-419607";"100";"2";"0";"0";"1";"0";"0";"0";"close"
"i-419607";"9";"3";"1";"1";"1";"1";"1";"0";"all"
"y-156084";"93";"1";"0";"0";"0";"0";"0";"0";"None"
"y-156084";"54";"2";"0";"0";"0";"1";"0";"0";"close"
"y-156084";"53";"3";"0";"0";"0";"1";"0";"0";"rand"
"q-358681";"81";"1";"0";"0";"0";"0";"0";"0";"None"
"q-358681";"51";"2";"0";"1";"0";"0";"0";"1";"close"
"q-358681";"68";"3";"1";"0";"0";"1";"0";"0";"rand"
"d-147055";"110";"1";"0";"0";"0";"0";"0";"0";"None"
"d-147055";"42";"2";"1";"1";"1";"1";"0";"1";"all"
"d-147055";"48";"3";"0";"0";"0";"0";"0";"1";"close"
"x-176405";"49";"1";"0";"0";"0";"0";"0";"0";"None"
"x-176405";"7";"2";"0";"0";"1";"0";"0";"0";"close"
"x-176405";"144";"3";"0";"1";"0";"0";"0";"0";"close"
"b-278662";"3";"1";"0";"0";"0";"0";"0";"0";"None"
"b-278662";"186";"2";"1";"0";"1";"1";"1";"1";"all"
"b-278662";"11";"3";"1";"0";"1";"1";"1";"1";"all"
"d-726410";"74";"1";"0";"0";"0";"0";"0";"0";"None"
"d-726410";"63";"2";"1";"0";"0";"1";"0";"0";"rand"
"d-726410";"63";"3";"1";"0";"1";"0";"0";"0";"close"
"f-725635";"116";"1";"0";"0";"0";"0";"0";"0";"None"
"f-725635";"30";"2";"1";"1";"1";"1";"0";"1";"all"
"f-725635";"54";"3";"1";"1";"1";"1";"0";"1";"all"
"i-843749";"192";"1";"0";"0";"0";"0";"0";"0";"None"
"i-843749";"3";"2";"1";"0";"1";"1";"1";"1";"all"
"i-843749";"5";"3";"1";"0";"1";"1";"1";"1";"all"
"r-716274";"114";"1";"0";"0";"0";"0";"0";"0";"None"
"r-716274";"59";"2";"0";"1";"0";"0";"0";"1";"rand"
"r-716274";"27";"3";"1";"1";"1";"0";"1";"1";"all"
"m-543452";"91";"1";"0";"0";"0";"0";"0";"0";"None"
"m-543452";"10";"2";"0";"1";"0";"1";"0";"0";"close"
"m-543452";"99";"3";"1";"1";"0";"1";"1";"1";"all"
"q-877016";"160";"1";"0";"0";"0";"0";"0";"0";"None"
"q-877016";"11";"2";"1";"1";"0";"1";"1";"1";"all"
"q-877016";"29";"3";"1";"1";"0";"1";"1";"1";"all"
"q-841705";"67";"1";"0";"0";"0";"0";"0";"0";"None"
"q-841705";"11";"2";"0";"1";"0";"0";"0";"1";"rand"
"q-841705";"122";"3";"0";"1";"0";"1";"0";"0";"rand"
"p-666705";"81";"1";"0";"0";"0";"0";"0";"0";"None"
"p-666705";"44";"2";"0";"0";"0";"0";"0";"1";"rand"
"p-666705";"75";"3";"1";"1";"1";"1";"0";"1";"all"
"c-466123";"67";"1";"0";"0";"0";"0";"0";"0";"None"
"c-466123";"67";"2";"1";"1";"1";"1";"1";"0";"all"
"c-466123";"66";"3";"1";"1";"1";"1";"1";"0";"all"
"q-715988";"36";"1";"0";"0";"0";"0";"0";"0";"None"
"q-715988";"18";"2";"0";"0";"0";"0";"0";"1";"rand"
"q-715988";"146";"3";"1";"1";"1";"1";"0";"1";"all"
"x-429963";"133";"1";"0";"0";"0";"0";"0";"0";"None"
"x-429963";"5";"2";"0";"0";"0";"0";"0";"1";"rand"
"x-429963";"62";"3";"0";"0";"0";"0";"0";"1";"rand"
"p-815277";"82";"1";"0";"0";"0";"0";"0";"0";"None"
"p-815277";"109";"2";"0";"1";"1";"1";"1";"1";"all"
"p-815277";"9";"3";"0";"1";"0";"0";"0";"0";"close"
"i-957345";"103";"1";"0";"0";"0";"0";"0";"0";"None"
"i-957345";"12";"2";"0";"0";"0";"0";"0";"1";"rand"
"i-957345";"85";"3";"0";"0";"0";"0";"0";"1";"close"
"x-817401";"124";"1";"0";"0";"0";"0";"0";"0";"None"
"x-817401";"34";"2";"0";"1";"0";"0";"0";"1";"close"
"x-817401";"42";"3";"1";"1";"0";"1";"1";"1";"all"
"f-445436";"199";"1";"0";"0";"0";"0";"0";"0";"None"
"f-445436";"1";"2";"1";"0";"0";"0";"0";"1";"close"
"f-445436";"0";"3";"1";"0";"0";"0";"0";"1";"rand"
"l-371243";"107";"1";"0";"0";"0";"0";"0";"0";"None"
"l-371243";"23";"2";"1";"1";"1";"0";"1";"1";"all"
"l-371243";"70";"3";"0";"0";"1";"0";"0";"1";"close"
"t-819951";"132";"1";"0";"0";"0";"0";"0";"0";"None"
"t-819951";"53";"2";"1";"1";"0";"1";"1";"1";"all"
"t-819951";"15";"3";"0";"1";"0";"0";"0";"1";"rand"
"o-642189";"146";"1";"0";"0";"0";"0";"0";"0";"None"
"o-642189";"47";"2";"1";"0";"1";"0";"0";"0";"rand"
"o-642189";"7";"3";"1";"0";"0";"0";"0";"1";"rand"
"f-730949";"176";"1";"0";"0";"0";"0";"0";"0";"None"
"f-730949";"10";"2";"1";"1";"1";"0";"1";"1";"all"
"f-730949";"14";"3";"0";"0";"1";"0";"0";"1";"close"
"z-645351";"49";"1";"0";"0";"0";"0";"0";"0";"None"
"z-645351";"39";"2";"0";"0";"0";"0";"0";"1";"close"
"z-645351";"112";"3";"0";"0";"0";"0";"0";"1";"close"
"m-572209";"99";"1";"0";"0";"0";"0";"0";"0";"None"
"m-572209";"5";"2";"1";"1";"1";"1";"0";"1";"all"
"m-572209";"96";"3";"0";"0";"0";"0";"0";"1";"close"
"q-280678";"63";"1";"0";"0";"0";"0";"0";"0";"None"
"q-280678";"31";"2";"1";"0";"0";"1";"0";"0";"rand"
"q-280678";"106";"3";"1";"0";"0";"0";"0";"1";"rand"
"u-794705";"49";"1";"0";"0";"0";"0";"0";"0";"None"
"u-794705";"83";"2";"0";"1";"0";"0";"0";"0";"close"
"u-794705";"68";"3";"0";"1";"1";"1";"1";"1";"all"
"p-136611";"169";"1";"0";"0";"0";"0";"0";"0";"None"
"p-136611";"20";"2";"0";"1";"1";"1";"1";"1";"all"
"p-136611";"11";"3";"0";"0";"0";"1";"0";"0";"rand"
"v-449051";"7";"1";"0";"0";"0";"0";"0";"0";"None"
"v-449051";"181";"2";"1";"0";"0";"0";"0";"1";"rand"
"v-449051";"12";"3";"1";"1";"0";"1";"1";"1";"all"
"d-169097";"137";"1";"0";"0";"0";"0";"0";"0";"None"
"d-169097";"3";"2";"0";"0";"0";"1";"0";"0";"close"
"d-169097";"60";"3";"1";"1";"1";"1";"1";"0";"all"
"v-705034";"165";"1";"0";"0";"0";"0";"0";"0";"None"
"v-705034";"33";"2";"1";"1";"0";"1";"1";"1";"all"
"v-705034";"2";"3";"1";"0";"0";"1";"0";"0";"rand"
"x-240416";"117";"1";"0";"0";"0";"0";"0";"0";"None"
"x-240416";"28";"2";"0";"1";"0";"0";"0";"1";"rand"
"x-240416";"55";"3";"0";"1";"0";"0";"0";"1";"rand"
"b-987596";"14";"1";"0";"0";"0";"0";"0";"0";"None"
"b-987596";"51";"2";"1";"0";"0";"0";"0";"1";"rand"
"b-987596";"135";"3";"0";"1";"0";"0";"0";"1";"rand"
"b-161520";"83";"1";"0";"0";"0";"0";"0";"0";"None"
"b-161520";"114";"2";"1";"0";"0";"0";"0";"1";"close"
"b-161520";"3";"3";"1";"0";"0";"0";"0";"1";"rand"
"u-873840";"39";"1";"0";"0";"0";"0";"0";"0";"None"
"u-873840";"37";"2";"1";"0";"0";"1";"0";"0";"rand"
"u-873840";"124";"3";"0";"1";"0";"1";"0";"0";"close"
"n-735325";"35";"1";"0";"0";"0";"0";"0";"0";"None"
"n-735325";"71";"2";"1";"0";"0";"1";"0";"0";"rand"
"n-735325";"94";"3";"1";"0";"1";"0";"0";"0";"rand"
"p-730009";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"p-730009";"22";"2";"1";"0";"0";"0";"0";"1";"rand"
"p-730009";"169";"3";"1";"0";"1";"1";"1";"1";"all"
"n-993816";"170";"1";"0";"0";"0";"0";"0";"0";"None"
"n-993816";"16";"2";"0";"0";"0";"0";"0";"1";"close"
"n-993816";"14";"3";"0";"0";"0";"0";"0";"1";"rand"
"o-764662";"192";"1";"0";"0";"0";"0";"0";"0";"None"
"o-764662";"1";"2";"1";"1";"0";"1";"1";"1";"all"
"o-764662";"7";"3";"1";"0";"0";"1";"0";"0";"rand"
"q-527708";"199";"1";"0";"0";"0";"0";"0";"0";"None"
"q-527708";"1";"2";"1";"0";"0";"0";"0";"1";"rand"
"q-527708";"0";"3";"0";"1";"0";"0";"0";"1";"rand"
"w-888974";"77";"1";"0";"0";"0";"0";"0";"0";"None"
"w-888974";"51";"2";"0";"0";"0";"0";"0";"1";"rand"
"w-888974";"72";"3";"0";"0";"0";"0";"0";"1";"close"
"t-781588";"43";"1";"0";"0";"0";"0";"0";"0";"None"
"t-781588";"11";"2";"1";"0";"0";"1";"0";"0";"rand"
"t-781588";"146";"3";"0";"1";"0";"0";"0";"1";"rand"
"d-321824";"19";"1";"0";"0";"0";"0";"0";"0";"None"
"d-321824";"61";"2";"0";"1";"0";"0";"0";"1";"rand"
"d-321824";"120";"3";"1";"1";"0";"1";"1";"1";"all"
"k-990713";"80";"1";"0";"0";"0";"0";"0";"0";"None"
"k-990713";"37";"2";"0";"0";"1";"0";"0";"0";"rand"
"k-990713";"83";"3";"0";"0";"0";"1";"0";"0";"close"
"x-626946";"147";"1";"0";"0";"0";"0";"0";"0";"None"
"x-626946";"25";"2";"1";"0";"0";"0";"0";"1";"rand"
"x-626946";"28";"3";"1";"0";"1";"1";"1";"1";"all"
