"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"f-697081";"Z_3";"20";"product";"FALSE";"10";"0.5";"10";"2";"100";"1.9884";"0.0328";"3e-04";"0.002";"0.0346";"4.9292";"0.0231";"5.912";"2.179";"0.0478";"0.0015";"0.0113";"1e-04";"0.0064";"0.0346";"0.2532";"1.1128";"5.0108";"0.0754";"0.1908";"0.8558";"0.0164";"0.0053";"0.006";"0.0064";"0.0419";"7.5825";"0.5893";"6.1858";"0.1258";"0.0252"
"p-189343";"Z_4";"100";"sum";"TRUE";"3";"2";"5";"2";"100";"1.5946";"12.2587";"0.035";"3.3711";"0.7925";"7.1285";"0.0306";"4.2536";"0.9731";"0.1215";"13.0611";"0.0306";"0.1045";"0.5514";"0.4814";"0.0112";"7.3369";"1.4958";"0.2122";"0.0243";"0.6644";"0.499";"0.1794";"0.2195";"3.4571";"0.817";"0.0714";"0.9157";"1.8396";"1.0247";"0.4191"
"k-780834";"Z_4";"20";"sum";"FALSE";"2";"0.2";"10";"2";"100";"0.0015";"0.0018";"0";"0.0018";"0";"1e-04";"0";"7e-04";"1e-04";"0";"3e-04";"7e-04";"0";"1e-04";"1e-04";"1e-04";"1e-04";"0.001";"2e-04";"2e-04";"0";"1e-04";"0";"0.0016";"0";"1e-04";"0.0084";"1e-04";"3e-04";"7e-04";"0.0076"
"b-480533";"Z_4";"2";"product";"FALSE";"10";"10";"0.1";"3";"100";"0";"0";"0.287";"0";"0.0064";"0";"0.0998";"0";"0.0998";"0.4587";"0";"9e-04";"0.474";"0.1196";"0.1295";"0.005";"1e-04";"0.0049";"2.0864";"0.0322";"0.033";"1.4999";"0.1011";"0.0143";"0.2414";"0.2705";"0.1908";"0.0165";"0.5655";"0.0132";"0.5655"
"m-836360";"Z_1";"3";"product";"FALSE";"5";"0.1";"1";"1";"100";"1.0087";"13.1456";"12.0538";"22.23";"14.8129";"0.0754";"0.7467";"0.4829";"0.7467";"10.1384";"6.7748";"7.2365";"9.0787";"4.3268";"3.3704";"0.117";"0.4124";"0.1975";"1.6808";"0.0249";"0.6727";"8.011";"2.4334";"11.3688";"6.7748";"0.3159";"0.1876";"0.6727";"0.3769";"10.7527";"0.1599"
"h-632106";"Z_4";"100";"sum";"TRUE";"100";"0.2";"0.5";"3";"100";"5.4255";"11.2926";"2.0038";"1.4132";"3.4773";"3.1655";"5.4255";"2.0714";"1.0545";"8.6547";"5.7115";"2.2142";"4.6151";"0.7538";"7.7778";"11.7341";"3.0841";"3.4332";"5.4924";"2.2142";"6.1187";"8.6547";"1.4342";"1.8585";"4.56";"5.4255";"3.4332";"8.6547";"4.1977";"8.6547";"3.8958"
"a-326851";"Z_5";"10";"product";"FALSE";"20";"0.1";"0";"1";"100";"3.8179";"6.1858";"1.7889";"6.2937";"3.3691";"2.1793";"2.9949";"1.627";"5.415";"8.7216";"2.9949";"12.5245";"2.1173";"4.0468";"1.7889";"4.8074";"1.627";"3.5148";"3.144";"5.9423";"4.0133";"1.627";"3.5148";"4.0133";"1.1843";"2.9949";"1.3162";"4.8074";"4.0133";"4.0468";"1.5298"
"s-156789";"Z_5";"50";"product";"FALSE";"100";"0";"10";"1";"100";"0.174";"0.7333";"0.0096";"0.2966";"2.314";"0.7333";"0.149";"0.4459";"2.2559";"0.3144";"0.8831";"4.2043";"0.2692";"2.9133";"0.3148";"1.1844";"1.3045";"2.2559";"0.186";"2.111";"0.9392";"1.5933";"2.5354";"0.5457";"0.9392";"0.2771";"1.1844";"1.3577";"0.9077";"1.1844";"1.5782"
"i-811510";"Z_1";"50";"product";"FALSE";"10";"10";"10";"3";"100";"0.9392";"3.1442";"4.6847";"0.7173";"5.912";"10.2334";"2.5425";"1.1816";"10.3617";"6.1507";"3.1442";"3.5493";"8.4049";"13.3969";"4.6847";"6.3097";"8.1248";"3.1442";"2.5886";"12.4557";"6.3097";"15.1435";"5.9911";"4.6847";"5.9911";"7.1063";"5.3785";"3.3704";"12.3617";"3.1442";"17.7054"
"r-520559";"Z_5";"5";"product";"TRUE";"2";"0.1";"0";"4";"100";"2.739";"1.4026";"1.7179";"0.7839";"0.4273";"4.697";"0.2582";"1.7121";"0.9515";"4.7213";"0.5254";"0.5415";"0.7839";"1.7787";"0.9703";"1.7179";"0.9515";"0.8907";"0.4273";"1.741";"0.9703";"0.2625";"1.6215";"1.5084";"0.4534";"2.3088";"1.8203";"6.4945";"1.6954";"1.4026";"1.6954"
"i-996027";"Z_1";"100";"product";"FALSE";"20";"2";"1";"4";"100";"0.1395";"0.3164";"0.8485";"0.0624";"0.842";"0.2794";"0.6144";"2.148";"0.0801";"0.0375";"0.872";"0.3121";"0.1395";"0.603";"0.872";"0.296";"0.3121";"0.8356";"1.3305";"0.6144";"0.842";"0.3121";"0.3046";"0.2588";"0.5307";"1.5544";"0.3046";"0.2794";"0.296";"0.2794";"1.0311"
"x-110394";"Z_4";"3";"product";"FALSE";"50";"1";"0.1";"1";"100";"0.0801";"0.026";"0.0292";"0.0801";"0.0398";"0.0076";"0.1906";"0.0733";"0.0269";"0.0351";"0.0579";"0.0092";"0.0264";"0.1059";"0.1059";"0.0268";"0.022";"0.0648";"0.0268";"0.0464";"0.5474";"0.037";"0.1906";"0.1225";"0.1551";"0.0116";"0.1225";"0.1738";"0.6563";"0.2154";"0.1055"
"u-570976";"Z_5";"10";"product";"FALSE";"10";"0.1";"10";"1";"100";"1.425";"0.8842";"0.7664";"0.439";"0.439";"0.8842";"0.439";"0.439";"2.2141";"2.7213";"1.2095";"1.7757";"0.2171";"0.8842";"0.439";"0.439";"0.8842";"2.2141";"0.8842";"3.5588";"3.393";"0.439";"1.7757";"0.439";"3.5588";"0.439";"1.2095";"0.8842";"1.7757";"1.2095";"1.7757"
"p-706862";"Z_6";"3";"sum";"TRUE";"50";"0.5";"0.2";"3";"100";"4.8171";"9.2037";"0.7611";"0.8865";"1.5414";"12.06";"3.275";"0.3662";"2.5938";"1.1752";"0.0664";"0.4969";"0.7611";"0.1381";"8.5109";"1.1752";"0.3662";"2.6869";"0.7611";"1.107";"1.8689";"0.4671";"1.0866";"2.0714";"0.3051";"1.0866";"4.1977";"3.4827";"0.3345";"0.077";"4.8012"
"t-911555";"Z_6";"10";"product";"TRUE";"5";"0";"0.1";"2";"100";"6.1539";"5.0485";"15.5745";"4.0283";"7.9201";"5.3851";"16.5502";"1.5366";"10.3083";"12.5857";"5.9049";"6.1539";"12.704";"11.459";"3.4773";"9.9814";"2.7984";"15.6776";"17.7013";"3.4622";"6.2456";"10.5525";"9.5199";"8.4628";"10.9676";"9.4858";"1.3715";"10.3296";"17.8658";"2.7004";"10.1752"
"m-100935";"Z_6";"20";"sum";"FALSE";"20";"2";"0.1";"4";"100";"0.2455";"0.0773";"0.541";"0.7897";"0.2455";"0.2224";"0.0773";"1.1128";"0.0448";"0.2967";"0.153";"0.2115";"0.7897";"0.435";"1.1128";"2.3257";"0.7897";"0.8017";"1.3809";"0.4311";"2.2528";"0.7897";"0.5198";"1.9505";"4.0646";"1.1128";"0.1975";"0.608";"1.5394";"0.3599";"2.3257"
"i-210530";"Z_5";"2";"product";"TRUE";"100";"0.1";"10";"1";"100";"11.4";"9.69";"13.8873";"11.97";"6.27";"15.2173";"11.9182";"13.68";"16.8582";"14.25";"7.98";"5.7";"14.25";"3.42";"8.55";"13.8182";"10.26";"3.99";"7.98";"5.7";"8.55";"6.0969";"3.99";"3.99";"2.28";"9.12";"3.99";"3.42";"3.42";"5.7";"3.99"
"j-552876";"Z_5";"20";"product";"FALSE";"2";"0";"10";"4";"100";"17.2149";"9.7489";"11.2569";"6.6341";"9.7489";"11.6642";"19.6363";"4.3503";"17.3359";"7.7343";"8.2081";"12.3292";"14.9236";"8.2081";"8.2081";"9.3169";"11.4494";"15.9403";"10.9436";"12.8946";"11.6582";"12.3865";"12.7325";"11.2569";"5.2241";"4.6686";"15.902";"14.9236";"16.7299";"3.2215";"11.4494"
"w-323680";"Z_2";"2";"product";"FALSE";"20";"0.1";"0.5";"1";"100";"1.9285";"0.2442";"0.2442";"0.5796";"1.0714";"2.294";"6.8231";"1.2078";"5.2816";"0.0563";"0.1943";"0.8918";"0.2442";"0.6232";"0.4675";"3.9628";"5.2307";"2.4996";"3.732";"1.2734";"4.1244";"0.8918";"0.2224";"0.8616";"1.4009";"1.8208";"5.1083";"6.6033";"3.2683";"1.9448";"1.7661"
"r-655378";"Z_3";"5";"product";"TRUE";"50";"2";"5";"3";"100";"0.0042";"0.0011";"0.0025";"3e-04";"0.0017";"7.2843";"8e-04";"6e-04";"0.0915";"0.0138";"2e-04";"0.0074";"0.0037";"0.1158";"0.0028";"2.5544";"7.4569";"0.2244";"0.0037";"0.0025";"0.0321";"0.0036";"0.0649";"4e-04";"0.0915";"1.3396";"1.3537";"2.5544";"0.0165";"0.0478";"1.8215"
"z-751716";"Z_5";"100";"sum";"FALSE";"2";"5";"0.5";"4";"100";"10.2213";"8.7087";"6.2177";"8.7087";"9.1885";"9.506";"3.4644";"10.2068";"4.2793";"1.9915";"10.4742";"0.6161";"4.7112";"2.2271";"2.5607";"12.8461";"3.7595";"17.2581";"4.2821";"5.9392";"6.5259";"2.6344";"8.7087";"12.0313";"6.2177";"4.6555";"6.2177";"8.7087";"4.1091";"2.8363";"6.2177"
"i-189004";"Z_2";"3";"product";"TRUE";"20";"0.5";"2";"1";"100";"0.5376";"0.0476";"0.6189";"0.4414";"0.0733";"0.673";"2.0787";"3.844";"2.3128";"0.2543";"0.2455";"0.1718";"0.2543";"0.1718";"0.0733";"1.3063";"1.4632";"0.1481";"1.4032";"0.3191";"0.1231";"0.3054";"0.1349";"0.1188";"0.043";"0.0301";"1.9559";"0.7883";"1.6542";"0.1418";"0.5537"
"e-863471";"Z_3";"2";"product";"FALSE";"10";"0";"0.5";"1";"100";"2.66";"3.99";"8.36";"3.8";"2.28";"4.56";"7.79";"3.42";"2.66";"7.41";"4.18";"1.71";"6.65";"6.08";"1.14";"7.41";"3.42";"1.9";"8.93";"6.46";"1.33";"9.12";"4.94";"1.33";"3.99";"6.08";"5.51";"1.71";"4.56";"2.66";"2.66"
"i-640481";"Z_6";"10";"product";"FALSE";"20";"1";"0.1";"1";"100";"0.6013";"1.6713";"1.1816";"2.2315";"0.1845";"2.4305";"4.6003";"4.276";"0.1045";"14.0255";"2.3128";"0.7113";"8.9282";"0.9956";"1.5118";"13.175";"6.0901";"0.9556";"5.3044";"0.5066";"0.7431";"5.3044";"1.6831";"0.9696";"0.4939";"11.2048";"2.2632";"4.276";"2.697";"0.0963";"1.0479"
"v-757885";"Z_4";"100";"sum";"FALSE";"100";"0.2";"10";"3";"100";"1.7757";"2.0267";"4.8011";"12.8348";"7.2749";"4.4904";"4.121";"7.1246";"7.6865";"1.9646";"5.287";"5.0362";"2.5781";"3.67";"8.4913";"3.2069";"9.8576";"3.4377";"2.6344";"1.9992";"8.5327";"1.2032";"5.2719";"5.0362";"1.4032";"1.1522";"0.7784";"4.4837";"1.5829";"1.8776";"0.6628"
"k-544997";"Z_2";"5";"sum";"FALSE";"20";"0";"10";"2";"100";"1.5833";"1e-04";"0.1046";"0.0556";"0.0543";"0.0829";"1.9945";"2.157";"4.9918";"0.0069";"0.0021";"0.0324";"0.1046";"0.0157";"0.2033";"1.942";"0.1586";"2.4182";"0.7749";"0.0795";"0.7664";"0.0112";"4e-04";"4e-04";"0.0026";"0.2389";"0.2389";"0.1316";"0.2389";"4e-04";"1.425"
"v-806518";"Z_2";"50";"product";"TRUE";"100";"10";"2";"2";"100";"2.2188";"0.9226";"0";"0";"0.3668";"0.0307";"4.5473";"2.2651";"2.4056";"0.3453";"0.0949";"8.4628";"0";"9.6065";"1.6201";"11.4494";"0.042";"0.0329";"0.8406";"0.085";"14.176";"0.0899";"3.2481";"0.0899";"0.3453";"1.2903";"12.5588";"1.2697";"2.0305";"0.0227";"7.5778"
"c-479028";"Z_1";"5";"product";"TRUE";"20";"5";"10";"3";"100";"7.6691";"11.4";"18.7402";"8.6715";"9.8455";"7.2545";"8.5327";"4.3527";"6.119";"5.1445";"3.6365";"2.6498";"9.7673";"6.8493";"6.6673";"5.7115";"4.6752";"4.7919";"3.8062";"3.5255";"9.3573";"6.8493";"11.9067";"20.8251";"8.1054";"6.46";"3.9188";"6.3367";"3.4053";"4.6479";"10.9682"
"h-221358";"Z_4";"20";"product";"TRUE";"3";"1";"2";"4";"100";"0.8235";"0.8235";"1.835";"4.3577";"0.7357";"0.6002";"1.0999";"5.1996";"0.424";"1.835";"2.8285";"0.424";"1.4951";"0.4148";"1.1148";"0.1363";"6.1192";"1.713";"0.7197";"0.3153";"0.4845";"6.3974";"1.4353";"1.2018";"5.0768";"6.1173";"0.2887";"1.5434";"1.0044";"4.4837";"0.1416"
"j-235129";"Z_4";"50";"sum";"FALSE";"3";"0";"10";"4";"100";"13.9283";"6.6736";"9.1419";"14.1681";"9.69";"3.7807";"13.2293";"12.4479";"23.5204";"5.8332";"8.2734";"2.0987";"6.1744";"12.1579";"2.7993";"7.5824";"10.3637";"2.1097";"9.69";"9.69";"9.69";"6.0901";"2.757";"6.4372";"2.4318";"10.9574";"4.0179";"3.8501";"9.117";"2.0987";"9.69"
"r-145875";"Z_5";"50";"sum";"FALSE";"20";"0.2";"0.2";"3";"100";"0.2976";"0.322";"0.322";"3.4057";"2.8588";"0.9953";"0.9953";"0.7709";"2.1174";"0.9953";"5.3435";"0.1008";"7.53";"0.9953";"0.5723";"1.1905";"0.0744";"0.1008";"2.1174";"2.4637";"0.0976";"5.1245";"3.9101";"1.5366";"0.5723";"0.2976";"1.3718";"0.0976";"0.3564";"3.652";"0.5723"
"l-308796";"Z_2";"20";"product";"TRUE";"50";"10";"10";"1";"100";"0.0074";"0";"0";"0";"3e-04";"2.5283";"0.5193";"0.0059";"0";"0.0047";"0.4574";"0";"0";"1e-04";"0";"0";"0.5808";"0.0012";"0.0349";"0.0016";"0.0982";"0";"0";"0";"1e-04";"0";"0";"0";"0";"0.0169";"0.0262"
"t-618773";"Z_1";"3";"sum";"TRUE";"2";"2";"10";"2";"100";"0.3375";"0.1365";"0.0543";"0.1365";"0.0543";"0.0212";"0.1365";"1.1549";"0.1365";"0.5341";"3.6649";"0.1365";"0.5341";"0.5506";"1.2301";"0.1365";"0.0543";"0.5457";"0.5341";"0.3375";"0.0543";"0.5341";"0.0543";"0.0543";"0.5457";"0.0543";"0.5457";"0.2751";"0.0543";"0.1365";"0.1365"
"l-451703";"Z_6";"5";"sum";"FALSE";"10";"0.1";"5";"3";"100";"0.1977";"0.6541";"2.6686";"11.8982";"0.0749";"0.3999";"6.2456";"6.5206";"0.4671";"3.4173";"4.645";"1.4187";"13.465";"6.8172";"4.3279";"4.3279";"5.0499";"0.0439";"10.7667";"1.4515";"2.4475";"18.1493";"6.8172";"1.7502";"15.0605";"14.6746";"4.3279";"0.6433";"1.1786";"9.4081";"9.4081"
"j-505192";"Z_4";"20";"product";"FALSE";"20";"5";"5";"2";"100";"4.9967";"2.4043";"2.3074";"1.3197";"6.0936";"4.9967";"3.6299";"2.3074";"1.1447";"9.0128";"2.6235";"2.3074";"1.3907";"1.4227";"2.0237";"3.4684";"3.2191";"1.9471";"11.7149";"5.8661";"1.3197";"12.1387";"3.5556";"3.6299";"4.2559";"1.1447";"5.8622";"4.6001";"2.7594";"3.6299";"1.5438"
"j-191828";"Z_3";"3";"sum";"FALSE";"100";"5";"0.2";"1";"100";"3.5856";"3.6822";"1.3751";"0.7892";"0.0245";"3.4";"5.3431";"5.4867";"4.8319";"4.5056";"2.6197";"3.9845";"0.5843";"3.0824";"0.6943";"7.8944";"4.7981";"7.6687";"1.9923";"5.0362";"1.9923";"2.7963";"4.0604";"6.0833";"0.7892";"6.8639";"0.5868";"4.2225";"5.5596";"3.5836";"2.0714"
"l-793066";"Z_4";"20";"sum";"TRUE";"20";"10";"5";"1";"100";"0";"0";"0.0269";"0";"0";"0";"0.1566";"0";"0";"0";"0";"0";"2e-04";"7e-04";"0";"0.5659";"0";"3.2007";"0";"0";"0";"0.1881";"0.2458";"0.4406";"0.433";"0.0031";"0.0157";"1e-04";"0";"1e-04";"0.0846"
"k-111650";"Z_1";"2";"sum";"FALSE";"5";"0";"1";"1";"100";"6.2614";"3.1545";"7.7789";"2.1721";"2.9727";"0.9612";"5.0978";"18.3704";"9.69";"4.5056";"5.9903";"3.1545";"3.0804";"5.5191";"3.1933";"5.9903";"7.9383";"6.3169";"11.97";"3.7091";"5.0978";"1.6658";"8.0916";"1.6448";"4.9897";"17.0363";"1.9242";"8.5559";"5.9903";"1.6158";"8.6818"
"c-480927";"Z_6";"3";"sum";"FALSE";"50";"10";"0.2";"2";"100";"3e-04";"0.0045";"0.0206";"0";"0.0099";"0.0029";"0.0099";"0.0204";"0.0012";"0.0689";"0.001";"0.0205";"0.0689";"0.3127";"0.0018";"1.2631";"0.0045";"0.0215";"0.2022";"4.2121";"0.0215";"0.0511";"1.9593";"0.0454";"0.1724";"1.7968";"2.1718";"0.032";"0.1978";"1.6938";"0.7634"
"c-772727";"Z_2";"10";"product";"FALSE";"100";"0.1";"0.1";"3";"100";"2.2315";"0.8921";"1.528";"2.6498";"1.1952";"4.5182";"1.1952";"7.3019";"6.8508";"0.6142";"3.4053";"3.4053";"3.2041";"3.4011";"3.2041";"2.9347";"2.5928";"2.5013";"3.2596";"3.2596";"6.8508";"4.0418";"3.334";"4.0418";"1.0311";"2.5928";"2.5013";"6.8508";"2.5928";"1.0311";"4.7888"
"h-709816";"Z_1";"3";"sum";"TRUE";"2";"0.5";"0";"2";"100";"0.2988";"0.8831";"0.2827";"0.7199";"1.0575";"0.8874";"0.504";"0.2856";"0.2856";"0.9763";"0.8038";"1.4958";"0.1015";"0.3521";"0.4658";"1.0314";"0.3489";"1.512";"1.1774";"0.3489";"0.0443";"0.8038";"1.4958";"2.4571";"0.2753";"0.8874";"2.1746";"0.4468";"0.2059";"1.1434";"0.4468"
"m-893941";"Z_4";"20";"product";"TRUE";"50";"0.2";"1";"4";"200";"2.3296";"2.3296";"1.3918";"6.7065";"4.197";"2.1994";"3.6232";"2.8492";"1.3373";"4.5032";"3.7134";"1.5028";"6.7065";"2.2618";"3.1462";"1.3918";"0.7985";"1.197";"4.1928";"3.2601";"1.3373";"3.9512";"2.8346";"4.3524";"2.489";"3.9512";"1.6166";"0.7985";"1.2668";"2.4236";"0.4833"
"p-827939";"Z_2";"20";"product";"TRUE";"10";"0.2";"0.2";"4";"200";"10.2164";"14.9383";"19.6436";"10.2164";"7.9233";"7.7196";"12.466";"1.876";"20.4103";"9.9127";"19.2276";"8.5183";"12.3555";"12.466";"1.8513";"14.7339";"10.2309";"10.7286";"4.6115";"10.2164";"14.7505";"21.0487";"4.6115";"21.7763";"5.204";"14.6574";"5.845";"10.865";"8.2363";"4.8107";"24.0474"
"t-146105";"Z_2";"100";"sum";"TRUE";"2";"1";"0.5";"3";"200";"2.1482";"0.1631";"0.1339";"0.1184";"0.0463";"1.7314";"2.1482";"4.8921";"1.3109";"0.0413";"0.1105";"0.077";"0.0213";"0.1098";"0.0059";"2.4992";"4.8665";"0.1222";"4.7464";"0.8889";"1.6662";"0.1608";"0.0415";"0.1557";"0.0669";"3.02";"1.5651";"16.0362";"3.6442";"0.0835";"1.8354"
"s-749275";"Z_4";"10";"product";"FALSE";"20";"10";"0.2";"1";"200";"0";"0";"3.8867";"0";"0.0102";"0";"0.5731";"1e-04";"3e-04";"6.9915";"0";"0.0182";"6.3235";"1.4807";"0.0045";"0.6046";"1e-04";"0.0071";"5.1215";"2.2052";"9e-04";"2.2052";"1.2122";"9e-04";"0.395";"0.7384";"1.8835";"0.0017";"0.0642";"0.5282";"0.0481"
"u-985626";"Z_3";"10";"sum";"TRUE";"100";"2";"1";"1";"200";"8e-04";"0.023";"0";"0";"0";"1.2351";"0";"8e-04";"0";"0";"0.0422";"0";"0";"0";"0";"0";"2.9792";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"q-147401";"Z_5";"2";"sum";"FALSE";"50";"0.2";"1";"1";"200";"4.6587";"1.6359";"2.7777";"3.4653";"6.2581";"4.5703";"4.0138";"3.3732";"3.3732";"4.4986";"4.9496";"4.1537";"4.3056";"1.5695";"2.8327";"3.3623";"2.5309";"2.8288";"2.5537";"3.0997";"2.6538";"2.3665";"3.0997";"0.4312";"2.6794";"1.4446";"8.1958";"1.6858";"1.217";"2.2096";"4.427"
"e-235790";"Z_2";"100";"sum";"TRUE";"2";"0";"0.5";"4";"200";"1.3904";"2.301";"1.1716";"1.7452";"0.353";"2.301";"1.6164";"0.7677";"1.1538";"5.0283";"5.4576";"1.1716";"0.386";"1.3297";"2.0962";"3.0216";"3.5802";"2.828";"2.7825";"1.5495";"2.2835";"2.3342";"0.8212";"3.8358";"1.9819";"6.3201";"3.0216";"3.5802";"1.3423";"4.1011";"3.9422"
"l-932910";"Z_1";"3";"sum";"TRUE";"5";"0.1";"0";"1";"200";"0.0844";"0.8808";"0.9193";"0.8638";"2.0955";"1.5727";"0.0424";"0.1119";"0.2285";"1.0518";"0.2294";"2.9985";"1.1571";"1.3198";"0.8638";"1.4834";"0.3756";"2.4243";"0.2256";"0.244";"0.3233";"1.8272";"2.2863";"0.8108";"0.8638";"0.1242";"0.9515";"0.021";"0.5291";"2.745";"0.1242"
"w-499115";"Z_6";"5";"sum";"FALSE";"20";"0";"1";"3";"200";"5.475";"8.8011";"10.7922";"2.0572";"9.4701";"6.4523";"13.4959";"2.6375";"6.326";"5.3475";"3.9217";"6.6348";"1.7247";"11.0161";"3.7789";"8.311";"2.2385";"3.2375";"1.2373";"26.161";"1.0655";"2.3554";"20.671";"2.6212";"2.2189";"1.3833";"11.7942";"3.7352";"9.5221";"4.107";"2.2189"
