"ID";"N";"E";"Z1_int";"Z2_int";"Z3_int";"Z4_int";"Z5_int";"Z6_int";"interv"
"k-513944";"2724";"1";"0";"0";"0";"0";"0";"0";"None"
"k-513944";"791";"2";"1";"0";"0";"1";"0";"0";"close"
"k-513944";"1485";"3";"0";"1";"0";"0";"0";"1";"close"
"y-734474";"1441";"1";"0";"0";"0";"0";"0";"0";"None"
"y-734474";"2531";"2";"1";"0";"1";"0";"0";"0";"close"
"y-734474";"1028";"3";"1";"0";"1";"1";"1";"1";"all"
"n-537199";"280";"1";"0";"0";"0";"0";"0";"0";"None"
"n-537199";"3169";"2";"1";"0";"1";"0";"0";"0";"close"
"n-537199";"1551";"3";"1";"0";"0";"1";"0";"0";"rand"
"s-313801";"1539";"1";"0";"0";"0";"0";"0";"0";"None"
"s-313801";"2611";"2";"0";"1";"1";"1";"1";"1";"all"
"s-313801";"850";"3";"0";"1";"0";"0";"0";"0";"close"
"v-194166";"748";"1";"0";"0";"0";"0";"0";"0";"None"
"v-194166";"2775";"2";"1";"0";"1";"0";"0";"0";"close"
"v-194166";"1477";"3";"1";"0";"1";"0";"0";"0";"close"
"s-884600";"3981";"1";"0";"0";"0";"0";"0";"0";"None"
"s-884600";"159";"2";"1";"1";"1";"0";"1";"1";"all"
"s-884600";"860";"3";"0";"0";"1";"0";"0";"1";"close"
"u-978276";"1139";"1";"0";"0";"0";"0";"0";"0";"None"
"u-978276";"823";"2";"0";"0";"0";"1";"0";"0";"close"
"u-978276";"3038";"3";"1";"1";"1";"1";"1";"0";"all"
"h-395015";"324";"1";"0";"0";"0";"0";"0";"0";"None"
"h-395015";"374";"2";"1";"0";"1";"1";"1";"1";"all"
"h-395015";"4302";"3";"1";"0";"1";"1";"1";"1";"all"
"r-113048";"649";"1";"0";"0";"0";"0";"0";"0";"None"
"r-113048";"2969";"2";"1";"0";"0";"0";"0";"1";"rand"
"r-113048";"1382";"3";"0";"0";"1";"0";"0";"1";"close"
"v-649898";"165";"1";"0";"0";"0";"0";"0";"0";"None"
"v-649898";"1037";"2";"0";"1";"0";"1";"0";"0";"rand"
"v-649898";"3798";"3";"0";"1";"0";"0";"0";"1";"close"
"q-412503";"704";"1";"0";"0";"0";"0";"0";"0";"None"
"q-412503";"688";"2";"0";"0";"0";"0";"1";"0";"close"
"q-412503";"3608";"3";"0";"0";"1";"0";"0";"0";"close"
"x-215105";"532";"1";"0";"0";"0";"0";"0";"0";"None"
"x-215105";"993";"2";"0";"0";"0";"0";"0";"1";"rand"
"x-215105";"3475";"3";"0";"0";"0";"0";"0";"1";"close"
"o-277546";"3483";"1";"0";"0";"0";"0";"0";"0";"None"
"o-277546";"1254";"2";"1";"0";"0";"0";"0";"1";"close"
"o-277546";"263";"3";"0";"1";"0";"1";"0";"0";"close"
"n-918424";"2424";"1";"0";"0";"0";"0";"0";"0";"None"
"n-918424";"2246";"2";"1";"1";"1";"1";"1";"0";"all"
"n-918424";"330";"3";"1";"1";"1";"1";"1";"0";"all"
"m-254229";"694";"1";"0";"0";"0";"0";"0";"0";"None"
"m-254229";"682";"2";"1";"0";"1";"1";"1";"1";"all"
"m-254229";"3624";"3";"1";"0";"1";"1";"1";"1";"all"
"p-194839";"4665";"1";"0";"0";"0";"0";"0";"0";"None"
"p-194839";"19";"2";"1";"0";"1";"0";"0";"0";"close"
"p-194839";"316";"3";"1";"0";"1";"0";"0";"0";"close"
"r-577838";"2045";"1";"0";"0";"0";"0";"0";"0";"None"
"r-577838";"303";"2";"1";"0";"0";"1";"0";"0";"rand"
"r-577838";"2652";"3";"1";"0";"1";"1";"1";"1";"all"
"f-244969";"769";"1";"0";"0";"0";"0";"0";"0";"None"
"f-244969";"2206";"2";"0";"1";"0";"1";"0";"0";"close"
"f-244969";"2025";"3";"1";"1";"0";"1";"1";"1";"all"
"i-228120";"1907";"1";"0";"0";"0";"0";"0";"0";"None"
"i-228120";"12";"2";"1";"0";"0";"1";"0";"0";"close"
"i-228120";"81";"3";"1";"1";"0";"1";"1";"1";"all"
"w-513524";"775";"1";"0";"0";"0";"0";"0";"0";"None"
"w-513524";"291";"2";"1";"1";"1";"0";"1";"1";"all"
"w-513524";"934";"3";"1";"1";"1";"0";"1";"1";"all"
"o-328112";"124";"1";"0";"0";"0";"0";"0";"0";"None"
"o-328112";"1349";"2";"0";"0";"1";"0";"0";"1";"rand"
"o-328112";"527";"3";"0";"1";"0";"0";"0";"1";"rand"
"z-569883";"989";"1";"0";"0";"0";"0";"0";"0";"None"
"z-569883";"660";"2";"0";"1";"0";"0";"0";"0";"close"
"z-569883";"351";"3";"0";"0";"0";"0";"0";"1";"rand"
"w-819036";"626";"1";"0";"0";"0";"0";"0";"0";"None"
"w-819036";"1277";"2";"0";"0";"1";"0";"0";"0";"close"
"w-819036";"97";"3";"0";"0";"1";"0";"0";"0";"rand"
"q-313192";"1577";"1";"0";"0";"0";"0";"0";"0";"None"
"q-313192";"329";"2";"1";"1";"1";"1";"0";"1";"all"
"q-313192";"94";"3";"0";"0";"0";"0";"0";"1";"close"
"b-219634";"1447";"1";"0";"0";"0";"0";"0";"0";"None"
"b-219634";"504";"2";"1";"0";"0";"0";"0";"1";"close"
"b-219634";"49";"3";"1";"0";"0";"0";"0";"1";"close"
"a-855160";"705";"1";"0";"0";"0";"0";"0";"0";"None"
"a-855160";"729";"2";"1";"1";"0";"1";"1";"1";"all"
"a-855160";"566";"3";"0";"1";"0";"1";"0";"0";"close"
"v-516053";"1953";"1";"0";"0";"0";"0";"0";"0";"None"
"v-516053";"1";"2";"1";"0";"1";"0";"0";"0";"close"
"v-516053";"46";"3";"1";"0";"1";"0";"0";"0";"close"
"z-625937";"605";"1";"0";"0";"0";"0";"0";"0";"None"
"z-625937";"161";"2";"0";"1";"0";"0";"0";"0";"close"
"z-625937";"1234";"3";"0";"0";"1";"0";"0";"0";"close"
"g-693184";"774";"1";"0";"0";"0";"0";"0";"0";"None"
"g-693184";"370";"2";"1";"1";"1";"0";"1";"1";"all"
"g-693184";"856";"3";"0";"1";"0";"0";"0";"1";"rand"
"v-593440";"1226";"1";"0";"0";"0";"0";"0";"0";"None"
"v-593440";"280";"2";"0";"1";"0";"0";"0";"0";"rand"
"v-593440";"494";"3";"1";"1";"1";"1";"1";"0";"all"
"w-777454";"523";"1";"0";"0";"0";"0";"0";"0";"None"
"w-777454";"39";"2";"1";"0";"0";"1";"0";"0";"rand"
"w-777454";"1438";"3";"1";"1";"0";"1";"1";"1";"all"
"n-128325";"1130";"1";"0";"0";"0";"0";"0";"0";"None"
"n-128325";"58";"2";"1";"0";"0";"0";"0";"1";"close"
"n-128325";"812";"3";"0";"1";"0";"0";"0";"1";"close"
"i-486657";"1433";"1";"0";"0";"0";"0";"0";"0";"None"
"i-486657";"286";"2";"0";"0";"0";"0";"0";"1";"rand"
"i-486657";"281";"3";"0";"1";"0";"0";"0";"0";"close"
"o-656058";"195";"1";"0";"0";"0";"0";"0";"0";"None"
"o-656058";"556";"2";"1";"0";"1";"0";"0";"0";"close"
"o-656058";"1249";"3";"1";"0";"1";"1";"1";"1";"all"
"u-729770";"1931";"1";"0";"0";"0";"0";"0";"0";"None"
"u-729770";"66";"2";"1";"1";"1";"1";"0";"1";"all"
"u-729770";"3";"3";"0";"0";"0";"0";"0";"1";"rand"
"s-769059";"599";"1";"0";"0";"0";"0";"0";"0";"None"
"s-769059";"800";"2";"0";"0";"0";"0";"0";"1";"rand"
"s-769059";"601";"3";"0";"0";"1";"0";"0";"0";"rand"
"a-133793";"172";"1";"0";"0";"0";"0";"0";"0";"None"
"a-133793";"286";"2";"1";"1";"1";"0";"1";"1";"all"
"a-133793";"1542";"3";"0";"0";"1";"0";"0";"1";"close"
"b-667379";"990";"1";"0";"0";"0";"0";"0";"0";"None"
"b-667379";"697";"2";"0";"1";"1";"1";"1";"1";"all"
"b-667379";"313";"3";"0";"1";"1";"1";"1";"1";"all"
"p-554854";"1023";"1";"0";"0";"0";"0";"0";"0";"None"
"p-554854";"361";"2";"1";"0";"1";"0";"0";"0";"rand"
"p-554854";"616";"3";"1";"0";"1";"1";"1";"1";"all"
"q-104253";"1709";"1";"0";"0";"0";"0";"0";"0";"None"
"q-104253";"239";"2";"0";"0";"1";"0";"0";"1";"close"
"q-104253";"52";"3";"0";"0";"1";"0";"0";"1";"close"
"a-699243";"1501";"1";"0";"0";"0";"0";"0";"0";"None"
"a-699243";"80";"2";"0";"1";"1";"1";"1";"1";"all"
"a-699243";"419";"3";"0";"0";"0";"0";"0";"1";"rand"
"e-775762";"1271";"1";"0";"0";"0";"0";"0";"0";"None"
"e-775762";"466";"2";"1";"0";"1";"0";"0";"0";"close"
"e-775762";"263";"3";"1";"0";"1";"0";"0";"0";"close"
"l-489862";"349";"1";"0";"0";"0";"0";"0";"0";"None"
"l-489862";"658";"2";"0";"1";"0";"0";"0";"0";"close"
"l-489862";"993";"3";"0";"1";"1";"1";"1";"1";"all"
"d-204379";"1352";"1";"0";"0";"0";"0";"0";"0";"None"
"d-204379";"120";"2";"1";"0";"0";"0";"0";"1";"close"
"d-204379";"528";"3";"0";"1";"0";"0";"0";"1";"close"
"z-700137";"1828";"1";"0";"0";"0";"0";"0";"0";"None"
"z-700137";"88";"2";"0";"0";"1";"0";"0";"0";"rand"
"z-700137";"84";"3";"0";"0";"1";"0";"0";"0";"close"
"g-972552";"1639";"1";"0";"0";"0";"0";"0";"0";"None"
"g-972552";"329";"2";"1";"1";"0";"1";"1";"1";"all"
"g-972552";"32";"3";"1";"1";"0";"1";"1";"1";"all"
"c-648988";"1906";"1";"0";"0";"0";"0";"0";"0";"None"
"c-648988";"53";"2";"1";"1";"0";"1";"1";"1";"all"
"c-648988";"41";"3";"0";"1";"0";"1";"0";"0";"rand"
"b-735904";"954";"1";"0";"0";"0";"0";"0";"0";"None"
"b-735904";"749";"2";"1";"1";"1";"0";"1";"1";"all"
"b-735904";"297";"3";"0";"0";"1";"0";"0";"1";"close"
"a-795552";"187";"1";"0";"0";"0";"0";"0";"0";"None"
"a-795552";"1641";"2";"0";"1";"0";"0";"0";"1";"close"
"a-795552";"172";"3";"0";"1";"0";"0";"0";"1";"rand"
"k-873410";"1954";"1";"0";"0";"0";"0";"0";"0";"None"
"k-873410";"36";"2";"1";"0";"0";"0";"0";"1";"rand"
"k-873410";"10";"3";"1";"1";"1";"0";"1";"1";"all"
"q-712854";"1163";"1";"0";"0";"0";"0";"0";"0";"None"
"q-712854";"639";"2";"0";"0";"1";"0";"0";"0";"rand"
"q-712854";"198";"3";"0";"1";"1";"1";"1";"1";"all"
"r-432988";"165";"1";"0";"0";"0";"0";"0";"0";"None"
"r-432988";"1601";"2";"1";"0";"1";"1";"1";"1";"all"
"r-432988";"234";"3";"1";"0";"1";"0";"0";"0";"rand"
"p-564208";"566";"1";"0";"0";"0";"0";"0";"0";"None"
"p-564208";"836";"2";"1";"0";"1";"1";"1";"1";"all"
"p-564208";"598";"3";"1";"0";"1";"0";"0";"0";"close"
"h-725278";"1572";"1";"0";"0";"0";"0";"0";"0";"None"
"h-725278";"252";"2";"0";"0";"0";"1";"0";"0";"rand"
"h-725278";"176";"3";"0";"0";"0";"1";"0";"0";"close"
"c-716875";"606";"1";"0";"0";"0";"0";"0";"0";"None"
"c-716875";"1136";"2";"0";"0";"0";"0";"0";"1";"rand"
"c-716875";"258";"3";"1";"1";"1";"1";"0";"1";"all"
"o-627273";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"o-627273";"1367";"2";"0";"0";"0";"0";"0";"1";"close"
"o-627273";"624";"3";"0";"0";"0";"0";"0";"1";"rand"
"t-441053";"14";"1";"0";"0";"0";"0";"0";"0";"None"
"t-441053";"1586";"2";"0";"0";"0";"0";"0";"1";"rand"
"t-441053";"400";"3";"1";"1";"1";"1";"0";"1";"all"
"x-371715";"1208";"1";"0";"0";"0";"0";"0";"0";"None"
"x-371715";"195";"2";"0";"0";"1";"0";"0";"1";"rand"
"x-371715";"597";"3";"0";"0";"1";"0";"0";"1";"rand"
"k-587411";"593";"1";"0";"0";"0";"0";"0";"0";"None"
"k-587411";"607";"2";"0";"0";"0";"0";"0";"1";"rand"
"k-587411";"800";"3";"1";"1";"1";"1";"0";"1";"all"
"o-273277";"172";"1";"0";"0";"0";"0";"0";"0";"None"
"o-273277";"1092";"2";"0";"0";"0";"0";"0";"1";"rand"
"o-273277";"736";"3";"0";"0";"0";"0";"0";"1";"close"
"c-788297";"1476";"1";"0";"0";"0";"0";"0";"0";"None"
"c-788297";"351";"2";"0";"0";"1";"0";"0";"1";"rand"
"c-788297";"173";"3";"0";"0";"1";"0";"0";"1";"close"
"y-221290";"181";"1";"0";"0";"0";"0";"0";"0";"None"
"y-221290";"1645";"2";"1";"1";"1";"0";"1";"1";"all"
"y-221290";"174";"3";"1";"1";"1";"0";"1";"1";"all"
"c-105110";"792";"1";"0";"0";"0";"0";"0";"0";"None"
"c-105110";"1083";"2";"0";"0";"1";"0";"0";"1";"close"
"c-105110";"125";"3";"0";"0";"1";"0";"0";"1";"close"
"l-179514";"634";"1";"0";"0";"0";"0";"0";"0";"None"
"l-179514";"256";"2";"1";"1";"1";"0";"1";"1";"all"
"l-179514";"1110";"3";"1";"0";"0";"0";"0";"1";"rand"
"x-361834";"1595";"1";"0";"0";"0";"0";"0";"0";"None"
"x-361834";"344";"2";"0";"0";"0";"1";"0";"0";"rand"
"x-361834";"61";"3";"0";"0";"1";"0";"0";"0";"close"
"b-823904";"679";"1";"0";"0";"0";"0";"0";"0";"None"
"b-823904";"737";"2";"0";"0";"0";"0";"0";"1";"close"
"b-823904";"584";"3";"1";"1";"1";"1";"0";"1";"all"
"q-123907";"734";"1";"0";"0";"0";"0";"0";"0";"None"
"q-123907";"364";"2";"0";"1";"1";"1";"1";"1";"all"
"q-123907";"902";"3";"0";"0";"1";"0";"0";"0";"close"
"y-191785";"148";"1";"0";"0";"0";"0";"0";"0";"None"
"y-191785";"46";"2";"0";"1";"0";"0";"0";"0";"close"
"y-191785";"306";"3";"0";"1";"1";"1";"1";"1";"all"
"q-834881";"230";"1";"0";"0";"0";"0";"0";"0";"None"
"q-834881";"143";"2";"1";"0";"0";"0";"0";"1";"rand"
"q-834881";"127";"3";"1";"0";"0";"1";"0";"0";"rand"
"v-634451";"164";"1";"0";"0";"0";"0";"0";"0";"None"
"v-634451";"288";"2";"0";"0";"1";"0";"0";"1";"rand"
"v-634451";"48";"3";"0";"0";"1";"0";"0";"1";"rand"
"t-711087";"331";"1";"0";"0";"0";"0";"0";"0";"None"
"t-711087";"148";"2";"1";"1";"1";"1";"1";"0";"all"
"t-711087";"21";"3";"1";"1";"1";"1";"1";"0";"all"
"e-411111";"348";"1";"0";"0";"0";"0";"0";"0";"None"
"e-411111";"117";"2";"0";"0";"0";"1";"0";"0";"close"
"e-411111";"35";"3";"0";"0";"1";"0";"0";"0";"close"
"v-125150";"463";"1";"0";"0";"0";"0";"0";"0";"None"
"v-125150";"11";"2";"1";"0";"1";"0";"0";"0";"close"
"v-125150";"26";"3";"1";"0";"0";"0";"0";"1";"rand"
"p-975500";"467";"1";"0";"0";"0";"0";"0";"0";"None"
"p-975500";"4";"2";"1";"1";"1";"0";"1";"1";"all"
"p-975500";"29";"3";"0";"0";"1";"0";"0";"1";"close"
"h-762645";"478";"1";"0";"0";"0";"0";"0";"0";"None"
"h-762645";"16";"2";"1";"1";"1";"1";"0";"1";"all"
"h-762645";"6";"3";"0";"0";"0";"0";"0";"1";"close"
"u-426578";"118";"1";"0";"0";"0";"0";"0";"0";"None"
"u-426578";"84";"2";"1";"0";"1";"0";"0";"0";"close"
"u-426578";"298";"3";"1";"0";"1";"0";"0";"0";"close"
"b-126145";"389";"1";"0";"0";"0";"0";"0";"0";"None"
"b-126145";"60";"2";"1";"0";"1";"1";"1";"1";"all"
"b-126145";"51";"3";"1";"0";"1";"1";"1";"1";"all"
"i-184072";"358";"1";"0";"0";"0";"0";"0";"0";"None"
"i-184072";"53";"2";"0";"0";"1";"0";"0";"1";"close"
"i-184072";"89";"3";"0";"0";"1";"0";"0";"1";"rand"
"t-301997";"368";"1";"0";"0";"0";"0";"0";"0";"None"
"t-301997";"98";"2";"1";"1";"1";"1";"1";"0";"all"
"t-301997";"34";"3";"1";"1";"1";"1";"1";"0";"all"
"z-241192";"413";"1";"0";"0";"0";"0";"0";"0";"None"
"z-241192";"66";"2";"1";"1";"1";"0";"1";"1";"all"
"z-241192";"21";"3";"0";"1";"0";"0";"0";"1";"rand"
"w-524800";"262";"1";"0";"0";"0";"0";"0";"0";"None"
"w-524800";"99";"2";"0";"1";"0";"0";"0";"1";"close"
"w-524800";"139";"3";"1";"1";"0";"1";"1";"1";"all"
"t-715707";"126";"1";"0";"0";"0";"0";"0";"0";"None"
"t-715707";"322";"2";"0";"0";"0";"1";"0";"0";"close"
"t-715707";"52";"3";"1";"1";"1";"1";"1";"0";"all"
"e-886190";"316";"1";"0";"0";"0";"0";"0";"0";"None"
"e-886190";"120";"2";"1";"1";"1";"0";"1";"1";"all"
"e-886190";"64";"3";"0";"0";"1";"0";"0";"1";"rand"
"s-402566";"275";"1";"0";"0";"0";"0";"0";"0";"None"
"s-402566";"121";"2";"0";"0";"0";"0";"1";"0";"close"
"s-402566";"104";"3";"1";"1";"1";"1";"1";"0";"all"
"o-539074";"267";"1";"0";"0";"0";"0";"0";"0";"None"
"o-539074";"101";"2";"1";"1";"1";"1";"0";"1";"all"
"o-539074";"132";"3";"0";"0";"0";"0";"0";"1";"close"
"c-266680";"65";"1";"0";"0";"0";"0";"0";"0";"None"
"c-266680";"142";"2";"0";"0";"0";"1";"0";"0";"rand"
"c-266680";"293";"3";"1";"1";"1";"1";"1";"0";"all"
"y-195960";"494";"1";"0";"0";"0";"0";"0";"0";"None"
"y-195960";"4";"2";"0";"0";"0";"0";"1";"0";"close"
"y-195960";"2";"3";"0";"0";"1";"0";"0";"0";"close"
"n-621130";"454";"1";"0";"0";"0";"0";"0";"0";"None"
"n-621130";"40";"2";"0";"0";"1";"0";"0";"0";"rand"
"n-621130";"6";"3";"0";"1";"1";"1";"1";"1";"all"
"c-704596";"342";"1";"0";"0";"0";"0";"0";"0";"None"
"c-704596";"113";"2";"1";"0";"0";"1";"0";"0";"rand"
"c-704596";"45";"3";"1";"0";"1";"1";"1";"1";"all"
"h-705454";"211";"1";"0";"0";"0";"0";"0";"0";"None"
"h-705454";"69";"2";"1";"1";"1";"1";"0";"1";"all"
"h-705454";"220";"3";"1";"1";"1";"1";"0";"1";"all"
"l-787149";"48";"1";"0";"0";"0";"0";"0";"0";"None"
"l-787149";"23";"2";"0";"0";"1";"0";"0";"0";"close"
"l-787149";"429";"3";"1";"1";"1";"1";"1";"0";"all"
"p-830757";"437";"1";"0";"0";"0";"0";"0";"0";"None"
"p-830757";"57";"2";"1";"1";"1";"0";"1";"1";"all"
"p-830757";"6";"3";"0";"0";"1";"0";"0";"1";"close"
"x-907894";"438";"1";"0";"0";"0";"0";"0";"0";"None"
"x-907894";"49";"2";"1";"0";"1";"1";"1";"1";"all"
"x-907894";"13";"3";"1";"0";"0";"0";"0";"1";"rand"
"r-467994";"322";"1";"0";"0";"0";"0";"0";"0";"None"
"r-467994";"141";"2";"1";"0";"1";"0";"0";"0";"close"
"r-467994";"37";"3";"1";"0";"1";"1";"1";"1";"all"
"j-896222";"480";"1";"0";"0";"0";"0";"0";"0";"None"
"j-896222";"2";"2";"1";"0";"1";"0";"0";"0";"close"
"j-896222";"18";"3";"1";"0";"1";"0";"0";"0";"close"
"u-937636";"134";"1";"0";"0";"0";"0";"0";"0";"None"
"u-937636";"306";"2";"0";"1";"1";"1";"1";"1";"all"
"u-937636";"60";"3";"0";"1";"1";"1";"1";"1";"all"
"j-838068";"73";"1";"0";"0";"0";"0";"0";"0";"None"
"j-838068";"205";"2";"0";"1";"1";"1";"1";"1";"all"
"j-838068";"222";"3";"0";"1";"0";"0";"0";"0";"rand"
"l-506513";"199";"1";"0";"0";"0";"0";"0";"0";"None"
"l-506513";"182";"2";"0";"0";"1";"0";"0";"0";"close"
"l-506513";"119";"3";"1";"1";"1";"1";"1";"0";"all"
"b-964410";"181";"1";"0";"0";"0";"0";"0";"0";"None"
"b-964410";"294";"2";"0";"1";"0";"0";"0";"0";"close"
"b-964410";"25";"3";"0";"1";"1";"1";"1";"1";"all"
"a-609172";"174";"1";"0";"0";"0";"0";"0";"0";"None"
"a-609172";"136";"2";"0";"1";"1";"1";"1";"1";"all"
"a-609172";"190";"3";"0";"0";"1";"0";"0";"0";"close"
"t-377738";"329";"1";"0";"0";"0";"0";"0";"0";"None"
"t-377738";"130";"2";"0";"0";"1";"0";"0";"1";"close"
"t-377738";"41";"3";"1";"0";"0";"0";"0";"1";"rand"
"s-915605";"341";"1";"0";"0";"0";"0";"0";"0";"None"
"s-915605";"66";"2";"0";"0";"0";"0";"0";"1";"close"
"s-915605";"93";"3";"0";"0";"0";"0";"0";"1";"close"
"r-176601";"82";"1";"0";"0";"0";"0";"0";"0";"None"
"r-176601";"44";"2";"1";"1";"1";"0";"1";"1";"all"
"r-176601";"374";"3";"1";"1";"1";"0";"1";"1";"all"
