"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"t-971080";"Z_3";"10";"sum";"TRUE";"10";"2";"0";"log";"100";"0.641";"0.4219";"0.2249";"0.0135";"0.5756";"0.736";"0.4973";"1.3125";"1.1763";"0.6829";"0.5272";"0.6565";"0.2388";"0.1992";"0.0146";"0.578";"1.9631";"1.7228";"0.9679";"0.895";"0.21";"0.5223";"0.5223";"0.0608";"1.6684";"1.3385";"0.9247";"0.1425";"0.6191";"1.0959";"0.7275"
"k-105871";"Z_1";"2";"sum";"TRUE";"2";"10";"0";"log";"100";"1.3728";"1.6533";"1.4135";"1.8142";"1.4627";"0.7786";"0.4215";"1.4973";"1.7628";"1.467";"1.499";"1.5949";"0.8612";"1.4971";"0.2044";"1.2835";"1.0128";"1.0436";"0.4743";"0.4215";"1.8594";"1.3655";"1.4909";"1.3253";"1.7152";"0.9788";"1.0865";"0.9203";"0.5634";"1.2775";"1.168"
"l-220675";"Z_4";"3";"product";"FALSE";"3";"2";"5";"log";"100";"0";"0";"0.0104";"0";"0";"0";"0.035";"0";"0";"0.0018";"0";"0";"0.0026";"0.0151";"0";"0.0022";"0";"0";"0.0163";"0.0072";"0";"6e-04";"0.0052";"0";"0.0137";"0.0044";"0.0016";"0";"0.024";"0.0013";"0.003"
"e-879779";"Z_1";"50";"sum";"FALSE";"50";"0.2";"2";"square";"100";"0.0519";"0.0536";"0.0356";"0.2959";"0.074";"0.3129";"0.0488";"0.0496";"0.0804";"0.273";"0.0847";"0.2337";"0.1597";"0.2045";"0.1122";"0.2249";"0.3161";"0.6702";"0.0223";"0.1422";"0.1315";"0.2319";"0.2869";"0.0447";"0.1596";"0.4058";"0.2272";"0.3622";"0.0702";"0.2304";"0.1581"
"l-603939";"Z_2";"2";"sum";"FALSE";"2";"0.1";"0.2";"log";"100";"0.4617";"0.3476";"0.0065";"0.3259";"0.2069";"0.975";"0.189";"0.7892";"0.3284";"0.183";"0.1929";"0.0658";"0.0017";"0.0036";"0.0232";"0.6416";"0.6139";"0.3395";"0.179";"0.1634";"0.2338";"0.1964";"0.0728";"0.2719";"0.0595";"0.4122";"0.2684";"0.5449";"0.3508";"0.1014";"0.4188"
"z-409118";"Z_2";"2";"sum";"TRUE";"2";"2";"2";"log";"100";"0.0756";"4e-04";"0";"5e-04";"1e-04";"0.0917";"0.2088";"0.8786";"0.2477";"9e-04";"5e-04";"7e-04";"0";"1e-04";"2e-04";"0.017";"0.1818";"0.328";"0.0939";"0.6369";"0.0294";"0.0016";"0.0014";"0.0012";"0";"0.1352";"0.4025";"0.3849";"0.5574";"0.0019";"0.2911"
"f-241336";"Z_2";"3";"sum";"FALSE";"3";"0.2";"1";"softplus";"100";"0.1016";"1.0748";"0.3026";"0.5175";"0.8824";"0.0528";"0.3982";"0.0749";"0.0585";"0.2552";"0.1584";"1.2543";"0.3829";"0.3547";"1.5841";"0.2221";"0.0067";"0.0384";"0.0403";"0.1655";"0.0105";"0.3707";"0.1089";"0.4161";"0.7801";"0.0398";"0.0434";"0.0111";"0.0174";"1.328";"0.0498"
"a-587739";"Z_2";"20";"sum";"TRUE";"20";"0.5";"0.5";"square";"100";"0.3338";"0.316";"0.4258";"0.515";"0.3139";"0.1341";"0.1983";"0.4939";"0.2531";"0.2591";"0.3118";"0.3042";"0.5038";"0.443";"0.6738";"0.0378";"0.2742";"0.575";"0.6161";"0.9921";"0.6508";"0.5197";"0.0937";"0.2679";"0.5317";"0.2637";"0.1639";"0.2473";"0.2621";"0.2477";"0.2477"
"d-563332";"Z_1";"100";"sum";"TRUE";"100";"0.1";"0.5";"square";"100";"0.3126";"0.1316";"0.0187";"0.4161";"0.0035";"0.6214";"0.1351";"0.2315";"0.31";"0.2332";"0.2355";"0.4097";"0.2639";"0.0011";"0.022";"0.6227";"0.6807";"0.9165";"0.251";"0.1549";"0.3444";"0.5743";"0.5156";"0.9648";"0.0211";"0.9348";"0.955";"1.3474";"0.4773";"1.173";"1.2961"
"c-263343";"Z_5";"100";"product";"FALSE";"100";"5";"0";"square";"100";"0.0094";"0";"0.0012";"0.059";"0.0661";"0";"0.0011";"0";"0.1637";"0.0186";"0.1827";"0.021";"0.0174";"0.0074";"0.0114";"0.146";"0.0126";"0.167";"0.1228";"0.0037";"0.1313";"0.0781";"9e-04";"0.3734";"0.2223";"0.4054";"0.0025";"0.0107";"0.2298";"0.3573";"0.125"
"q-147482";"Z_5";"20";"sum";"FALSE";"20";"1";"0";"square";"100";"5e-04";"0.2682";"0.0408";"0.4606";"0.0642";"0.5421";"0.4601";"0.5079";"0.0681";"0.4714";"0.3274";"0.0482";"0.2039";"0.0529";"0.0798";"0.5034";"0.3383";"0.0536";"0.5555";"0.0546";"0.0914";"0.3092";"0.0528";"0.0546";"0.0709";"0.3017";"0.1044";"0.0767";"0.0987";"0.0563";"0.1381"
"o-205758";"Z_5";"20";"product";"TRUE";"20";"2";"10";"square";"100";"0.3563";"0.306";"0.5501";"0.535";"0.1897";"0.2577";"0.3137";"0.6795";"0.2892";"0.3543";"0.4542";"0.2557";"0.3137";"0.2228";"0.1999";"0.3025";"0.5065";"0.3086";"0.6119";"0.3025";"0.7858";"0.3999";"0.2347";"1.0743";"0.2429";"0.6661";"0.4515";"0.6296";"0.3799";"0.3127";"0.4112"
"h-640692";"Z_6";"50";"product";"TRUE";"50";"0.1";"5";"log";"100";"0.0373";"0.4739";"0.1019";"1e-04";"0.1533";"0.6402";"0.0323";"0";"0.0445";"0.1754";"0.0057";"0.1728";"0.1061";"0";"2e-04";"0.1889";"0.4435";"0.066";"0.1609";"0";"0";"0.1815";"0";"0.3057";"0.221";"0.1744";"0";"0.0126";"0.7264";"0.0411";"0.0196"
"a-841904";"Z_6";"50";"product";"FALSE";"50";"0.2";"10";"cubic";"100";"0";"0.003";"4e-04";"1e-04";"0";"3e-04";"6e-04";"0.0014";"0";"0.0162";"0.0052";"3e-04";"3e-04";"5e-04";"4e-04";"0.0159";"0.0048";"0.008";"4e-04";"6e-04";"0.0016";"0.0354";"0.0156";"0.0044";"3e-04";"0.0352";"0.0152";"0.004";"4e-04";"0.0331";"0.0322"
"j-146099";"Z_1";"20";"sum";"TRUE";"20";"10";"0.2";"softplus";"100";"0.0033";"0.1266";"0.2339";"3e-04";"0.0777";"5e-04";"0.4363";"0.0104";"0.0362";"0.7236";"0.5715";"0.5289";"0.045";"0.1614";"0.0977";"0.096";"0.003";"0.0389";"0.472";"0.51";"0.0349";"0.6433";"0.6799";"0.7926";"0.0677";"0.1413";"0.2424";"0.0557";"0.5367";"0.662";"0.1161"
"f-255117";"Z_3";"100";"sum";"FALSE";"100";"5";"5";"softplus";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"y-939467";"Z_4";"50";"product";"FALSE";"50";"0.1";"1";"softplus";"100";"4e-04";"0.059";"0.0076";"0.0031";"0.3339";"0.1008";"0.4208";"5e-04";"0.1948";"0.2434";"0.3414";"0.1403";"0.0112";"0.0247";"0.02";"0.0017";"0.3799";"0.121";"0.4702";"0.004";"0.0359";"0.0319";"0.0757";"0.2727";"0.0204";"0.1978";"0.1144";"0.0535";"0.0069";"0.1431";"0.0012"
"x-989784";"Z_5";"10";"sum";"TRUE";"10";"10";"0.2";"log";"100";"0.0014";"1.8744";"1.2628";"1.574";"3e-04";"1.9197";"0.8981";"1.382";"0";"1.9794";"1.2268";"0";"1.4948";"0";"2e-04";"1.2935";"1.4744";"0";"1.7999";"0";"0";"1.3753";"0";"0";"0";"1.5234";"0";"0";"0";"0";"0"
"c-683928";"Z_6";"3";"product";"FALSE";"3";"1";"5";"cubic";"100";"1e-04";"0.115";"0.3691";"0.4895";"0.0016";"0.3141";"2e-04";"5e-04";"0.0078";"0.1969";"0.0693";"0.8692";"0.2822";"0.0162";"6e-04";"0.4453";"0.0076";"0.0241";"0.0011";"2e-04";"0.1402";"0.2888";"0.3631";"0.4039";"0.0224";"0.2442";"0.4213";"0.0123";"0.0011";"0.3628";"0.3405"
"q-549471";"Z_2";"2";"sum";"FALSE";"2";"0.1";"2";"softplus";"100";"0";"0.0161";"1e-04";"0.0514";"5e-04";"0.6976";"0";"8e-04";"0.001";"0.0258";"0.0053";"0.1115";"0";"0";"0.1085";"0";"1e-04";"0";"8e-04";"0";"0";"3e-04";"0.069";"1.1293";"2e-04";"0";"0.0121";"0";"0";"0.0683";"9e-04"
"t-716381";"Z_6";"3";"product";"TRUE";"3";"0.1";"0.2";"square";"100";"0.0988";"0.175";"0.2697";"0.0018";"0.0523";"0.051";"0.0363";"0.1472";"0.0521";"0.0659";"0.0492";"0.1624";"0.132";"0.5731";"0.0748";"0.0302";"0.0163";"0.1026";"0.0357";"0.2562";"0.0909";"0.0361";"0.2119";"0.227";"0.4325";"0.1771";"0.2027";"0.1552";"0.2506";"0.3819";"0.4045"
"m-889035";"Z_6";"5";"sum";"TRUE";"5";"5";"2";"log";"100";"0.2968";"1.517";"0.9212";"0";"1.3005";"1.2847";"7e-04";"0.1108";"0.0168";"3e-04";"1.87";"0.1034";"0.1859";"5e-04";"0.677";"0.0014";"1.0814";"0.2295";"0.1208";"0.0112";"0.2054";"0.0019";"4e-04";"0.5954";"0.0023";"2e-04";"0.0265";"0.8485";"0.2242";"0.0164";"0.3324"
"e-672959";"Z_5";"100";"product";"FALSE";"100";"5";"0";"cubic";"100";"0.2248";"1.366";"0.3541";"1.0118";"1.354";"0.8141";"0.7362";"1.0865";"1.1698";"0.5074";"0.0986";"0.8785";"0.8336";"0.9436";"0.8243";"0.8428";"0.8287";"0.5564";"0.8267";"1.2486";"0.8006";"0.6055";"0.9949";"0.5466";"0.9268";"0.96";"0.8199";"1.2227";"1.2951";"1.0101";"0.8832"
"z-611089";"Z_6";"2";"product";"TRUE";"2";"2";"5";"log";"100";"5e-04";"0.0449";"0.927";"0";"0.0378";"0.1207";"0";"0.0097";"0.018";"0";"0.0371";"0.1202";"0.3075";"0.7381";"0.001";"0";"1e-04";"0.1487";"0";"0.5092";"0.0421";"0";"0.3285";"0.0094";"0.1535";"0";"0.1245";"0.0064";"0.2766";"0.2605";"0.0452"
"j-716986";"Z_5";"5";"product";"TRUE";"5";"1";"10";"cubic";"100";"0.3006";"0.1979";"0.1974";"0.1797";"0.4427";"0.065";"0.0446";"0.2877";"0.4544";"0.1311";"0.2613";"0.7034";"0.2104";"0.6829";"1.8161";"0.2216";"0.5536";"0.5752";"0.2911";"0.5008";"0.3281";"0.4428";"0.499";"0.4889";"0.1422";"0.3901";"0.1821";"0.765";"0.6024";"0.7234";"0.4779"
"y-749682";"Z_2";"50";"sum";"TRUE";"50";"10";"0";"softplus";"100";"0.1783";"0.0664";"1e-04";"0.0405";"4e-04";"0.2569";"0.5907";"0.5413";"0.425";"0.0325";"0.0185";"0.1802";"0.065";"9e-04";"0.0474";"0.4791";"0.3971";"0.3007";"0.6235";"0.1254";"0.3652";"0.0457";"0.216";"0.0219";"0.0633";"0.3599";"0.5269";"0.4351";"0.2081";"0.0482";"0.3391"
"i-917029";"Z_2";"20";"sum";"FALSE";"20";"5";"0.2";"log";"100";"0.178";"1.2877";"2e-04";"0";"5e-04";"0.1904";"0.5077";"0.3168";"0.0793";"1.3532";"1.4559";"1.5166";"1e-04";"1e-04";"0.0657";"0.1531";"0.1608";"0.2653";"0.3047";"0.1159";"0.1898";"1.105";"1.3869";"0.8883";"0.0069";"0.3377";"0.3424";"0.5041";"0.0625";"1.4191";"0.6501"
"a-697268";"Z_4";"20";"product";"FALSE";"20";"2";"1";"square";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"f-547747";"Z_3";"10";"product";"TRUE";"10";"0.5";"0.5";"square";"100";"1.0142";"0.7389";"0.1642";"0.7055";"0.0126";"0.0844";"1.1528";"1.1042";"0.0915";"0.9162";"0.6206";"0.0237";"0.5153";"0.0233";"0.0348";"0.0891";"0.084";"0.0737";"1.1347";"0.0868";"0.1244";"0.5749";"0.0373";"0.0408";"0.0542";"0.1182";"0.0951";"0.0273";"0.0403";"0.0208";"0.0861"
"n-371181";"Z_3";"50";"sum";"TRUE";"50";"0.5";"5";"cubic";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"y-179597";"Z_3";"100";"sum";"TRUE";"100";"0.5";"2";"cubic";"100";"0.0117";"0.1083";"0.0126";"0";"0.0185";"0.144";"0.0979";"0.0096";"0.0977";"0.0568";"0.0646";"0.0014";"0.0133";"0.1553";"0.0165";"0.2292";"0.19";"9e-04";"0.0811";"0.1133";"0.1336";"0.0011";"1e-04";"6e-04";"0.3443";"0.0131";"0.0356";"0.0311";"0.1487";"0.0065";"0.0444"
"s-781961";"Z_6";"20";"product";"TRUE";"20";"0.5";"1";"cubic";"100";"0.434";"0.9616";"1.8173";"1.1914";"0.0452";"1.0226";"0.9172";"0.9691";"0.4343";"1.0951";"1.4726";"0.989";"0.9421";"1.6953";"1.1642";"1.2244";"1.5171";"1.1667";"0.7914";"0.9924";"0.9617";"0.5752";"1.0771";"1.4928";"0.9641";"0.6835";"1.4207";"1.4806";"0.8144";"0.7964";"0.8838"
"p-893419";"Z_1";"100";"product";"TRUE";"100";"1";"10";"square";"100";"0.0044";"0.9587";"0.407";"1.7038";"1.5934";"0.0098";"0.1174";"0.0747";"0.0198";"0.0747";"1.2128";"0.0824";"1.7376";"1.4082";"1.7637";"0.1283";"0.1911";"0.0064";"0.1045";"0.2044";"0.1439";"1.2722";"0.8961";"1.0411";"1.5385";"0.3747";"0.0501";"0.0569";"0.2741";"1.3155";"0.0714"
"i-546242";"Z_1";"2";"product";"TRUE";"2";"0";"2";"softplus";"100";"0.8836";"1.3766";"1.8188";"0.8642";"0.9665";"1.1038";"0.7906";"1.1476";"1.179";"0.036";"1.1659";"0.7347";"1.6272";"0.8165";"1.0951";"1.1054";"0.9758";"1.2592";"0.8299";"1.4494";"1.2382";"1.1436";"0.9702";"1.0455";"1.1436";"1.0813";"1.1287";"0.8778";"1.3654";"0.3479";"1.0751"
"m-527360";"Z_6";"10";"product";"FALSE";"10";"5";"0.1";"square";"100";"0";"0";"0";"0";"0.0016";"0";"0";"0";"0";"0";"0.496";"0.1067";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0.0032";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.0163"
"d-330831";"Z_2";"10";"product";"TRUE";"10";"0.5";"0.5";"log";"100";"0.5574";"1.037";"0.3599";"0.9434";"1.3624";"0.2844";"0.8002";"0.7403";"0.7976";"0.8819";"1.1167";"1.0187";"0.4701";"0.7348";"0.213";"0.3254";"0.2251";"0.2251";"0.5454";"0.7096";"0.2213";"0.7877";"0.9279";"0.8158";"0.2967";"0.1596";"0.1639";"0.2511";"0.5823";"1.0177";"0.2049"
"k-557222";"Z_5";"100";"product";"TRUE";"100";"1";"0";"square";"100";"1.0297";"1.5909";"1.2583";"0.1815";"1.719";"0.4304";"0.2708";"0.275";"1.952";"0.7162";"1.4269";"1.8454";"1.5968";"0.2967";"1.8602";"1.1654";"0.2825";"1.7569";"1.9277";"0.2831";"1.6708";"1.4618";"1.8098";"1.8172";"0.1706";"0.0976";"1.2339";"1.5176";"0.5774";"1.2749";"0.8763"
"w-140391";"Z_6";"2";"product";"TRUE";"2";"5";"0.2";"log";"100";"1.2237";"1.5268";"0.9927";"1.1171";"1.2791";"0.7542";"1.057";"0.9707";"0.3806";"1.0284";"1.4821";"0.7752";"1.0413";"0.8572";"1.8241";"0.8394";"0.738";"0.7928";"1.0103";"0.4047";"0.1844";"1.1144";"0.5773";"0.9511";"0.5387";"0.4249";"0.0461";"0.9317";"0.8939";"1.7872";"0.2493"
"c-538750";"Z_1";"3";"sum";"FALSE";"3";"2";"0.2";"softplus";"100";"0.0444";"0.7571";"1.8197";"1.8146";"0.0021";"0.0077";"0.2675";"0.0333";"0.0468";"0.6972";"0.7589";"1.306";"1.734";"1.5524";"1.426";"0.0369";"0.0104";"0.0166";"0.1625";"0.1219";"0.0343";"0.7298";"1.2866";"1.0346";"1.9895";"0.0156";"0.0237";"0.008";"0.177";"0.767";"0.0413"
"n-512527";"Z_3";"10";"sum";"FALSE";"10";"0.2";"0.1";"cubic";"100";"0.0033";"0";"0.0063";"0.0043";"8e-04";"0";"0.0118";"0.0015";"0.0042";"0";"0";"0";"3e-04";"0.0219";"0.0639";"0";"0";"1e-04";"0.2616";"0.0425";"0.1031";"0";"0";"0";"0.0656";"0";"8e-04";"1e-04";"0.1415";"0";"1e-04"
"k-231857";"Z_4";"3";"product";"TRUE";"3";"2";"2";"log";"100";"0";"0";"0.8409";"0";"0";"0";"0.8788";"0";"0";"0.9067";"0";"0";"0.8803";"0.3258";"0";"0.7645";"0";"0";"0.5338";"0.2971";"0";"0.5392";"0.2568";"0";"0.3665";"0.9328";"0.3616";"0";"0.2317";"0.2498";"0.5151"
"z-205661";"Z_6";"20";"sum";"TRUE";"20";"1";"1";"cubic";"100";"0.6038";"0.6252";"0";"0";"0.0024";"0.5185";"7e-04";"2e-04";"1.5326";"0.0346";"0.0355";"0.8613";"0.6697";"0";"0";"0.1363";"0.179";"0.3812";"0.6583";"3e-04";"2e-04";"1.2602";"0.0332";"0.0349";"0.0088";"0.6079";"0.1478";"0.1835";"0.322";"0.6038";"0.3583"
"o-266539";"Z_5";"10";"sum";"TRUE";"10";"0.1";"1";"softplus";"100";"0.4992";"0.4312";"0.0962";"0.0218";"1.0302";"0.3781";"0.3817";"0.5494";"0.6466";"0.5521";"0.4076";"0.941";"0.026";"0.2622";"0.8576";"0.4766";"0.5947";"0.5681";"0.2722";"0.1539";"0.5098";"0.4003";"0.143";"0.6314";"0.1661";"0.2875";"0.1527";"0.4182";"0.1124";"0.1342";"0.1377"
"z-654313";"Z_5";"5";"sum";"TRUE";"5";"0.5";"0";"softplus";"100";"0.0111";"0.3104";"0.5551";"0.0273";"0.6926";"0.1431";"0.9745";"0.0848";"0.9414";"0.2764";"0.0331";"1.1487";"0.4844";"1.0704";"0.601";"0.7354";"0.564";"0.9064";"0.5424";"1.3878";"0.1268";"0.3751";"0.9";"0.5243";"1.0697";"0.864";"0.6532";"1.0132";"0.841";"0.8571";"0.8735"
"m-486632";"Z_5";"2";"product";"TRUE";"2";"0.2";"0";"log";"100";"0.502";"0";"0.0047";"0.162";"0.1758";"0.197";"0.2068";"0.2";"0.0743";"1e-04";"0.2513";"0.0475";"0.186";"0.0201";"0.2117";"0.4161";"0.2174";"0.0681";"0.2896";"0.0155";"0.1085";"0.2765";"0.0225";"0.1353";"0.0424";"0.1575";"0.0213";"0.4237";"0.0507";"0.0705";"0.0298"
"v-671452";"Z_5";"100";"sum";"TRUE";"100";"0.1";"2";"cubic";"100";"0.7479";"0.0549";"0.4383";"0.1396";"1e-04";"0.1202";"0.4203";"0.0895";"0.0156";"0.0013";"0.4524";"1e-04";"0.0668";"0.385";"0.0374";"0.0029";"0.0455";"0.361";"0.2869";"0.0945";"0.0034";"0.2927";"0.1355";"0.0072";"8e-04";"0.1205";"0.0916";"0.1454";"0.0042";"1e-04";"0.1307"
"c-196819";"Z_1";"10";"product";"TRUE";"10";"0";"5";"softplus";"100";"0.0105";"1.094";"0.5869";"1.8597";"1.0516";"0.0495";"0.0026";"0.012";"0.1912";"0.2827";"0.0999";"0.3171";"0.6439";"0.0533";"0.0901";"0.0551";"0.0439";"0.0419";"0.0029";"0.0671";"0.0973";"0.2183";"0.5028";"0.5228";"0.2011";"0.0411";"0.0549";"0.1599";"0.1003";"0.3862";"0.1397"
"l-287527";"Z_5";"10";"product";"TRUE";"10";"5";"10";"softplus";"100";"0.4401";"0.4362";"0.7875";"0.1518";"0.2215";"0.5654";"0.3825";"0.1424";"0.2778";"0.7683";"0.3422";"0.1823";"0.2688";"0.6284";"0.4277";"0.1481";"0.4381";"0.5037";"0.0564";"0.245";"0.5441";"0.0879";"0.4813";"0.8634";"0.3151";"0.1277";"0.5245";"0.7081";"0.2313";"0.1445";"0.7653"
"k-154841";"Z_4";"100";"sum";"TRUE";"100";"10";"1";"square";"100";"0.013";"0.0141";"0.0012";"0";"0";"0.0068";"0.0046";"0.1042";"0.0059";"0.0529";"0.017";"0.0124";"0.001";"0.0148";"0";"0.0055";"0.0108";"0.1103";"0.0117";"0.0021";"0.0128";"0.0057";"0.0488";"0.005";"0";"0.0428";"0.1617";"0.0412";"0.1194";"0.0184";"0.0588"
"n-331068";"Z_2";"2";"sum";"TRUE";"2";"0.1";"1";"softplus";"100";"0.7141";"0.1446";"0.3502";"0.0783";"0.1317";"0.5781";"0.7646";"0.5053";"0.7141";"0.3752";"0.2393";"0.1497";"0.0433";"0.1834";"0.418";"0.6662";"0.6662";"0.4325";"0.8076";"0.7141";"0.7141";"0.3616";"0.3546";"0.2161";"2e-04";"0.5781";"0.5781";"0.6662";"0.6662";"0.3539";"0.6662"
"r-706341";"Z_4";"100";"product";"FALSE";"100";"2";"5";"softplus";"100";"0";"0";"0";"0";"0";"0";"0.001";"0";"1e-04";"0";"0";"0";"0";"0.0062";"0";"0";"0";"0";"1e-04";"0.0153";"1e-04";"0.0107";"0";"0";"0.0525";"0.007";"3e-04";"0";"0.0582";"0.0091";"0"
"d-534124";"Z_3";"5";"sum";"FALSE";"5";"5";"0.5";"log";"100";"0";"0.0024";"7e-04";"0";"0";"0.023";"0";"0";"6e-04";"0.0011";"0.0018";"0.0045";"4e-04";"5e-04";"0";"0.0206";"0.0481";"0.0138";"0";"1e-04";"0.0014";"0.0011";"0.0011";"0.0067";"0.0011";"0.0263";"0.0114";"0.0084";"0";"0.0011";"0.0191"
"a-854075";"Z_6";"100";"sum";"FALSE";"100";"0";"0.5";"square";"100";"0.004";"0.0014";"0.2481";"0.0064";"0.0506";"0.004";"0.0608";"0.0128";"0.026";"0.0084";"0";"0.0927";"0.0303";"0.0388";"0.0577";"0.001";"0";"0.0618";"0.0037";"0.0422";"0.0428";"0.0898";"0.0442";"0.1044";"0.0377";"0.6287";"0.0616";"0.0745";"0.1442";"0.0583";"0.0586"
