"ID";"N";"E";"Z1_int";"Z2_int";"Z3_int";"Z4_int";"Z5_int";"Z6_int";"interv"
"l-603939";"36";"3";"1";"0";"1";"0";"0";"0";"close"
"z-409118";"20";"1";"0";"0";"0";"0";"0";"0";"None"
"z-409118";"30";"2";"1";"0";"1";"0";"0";"0";"close"
"z-409118";"50";"3";"1";"0";"1";"0";"0";"0";"close"
"f-241336";"71";"1";"0";"0";"0";"0";"0";"0";"None"
"f-241336";"4";"2";"1";"0";"0";"1";"0";"0";"rand"
"f-241336";"25";"3";"1";"0";"1";"0";"0";"0";"close"
"a-587739";"11";"1";"0";"0";"0";"0";"0";"0";"None"
"a-587739";"70";"2";"1";"0";"1";"0";"0";"0";"close"
"a-587739";"19";"3";"1";"0";"1";"1";"1";"1";"all"
"d-563332";"41";"1";"0";"0";"0";"0";"0";"0";"None"
"d-563332";"57";"2";"0";"0";"1";"0";"0";"0";"close"
"d-563332";"2";"3";"0";"1";"1";"1";"1";"1";"all"
"c-263343";"29";"1";"0";"0";"0";"0";"0";"0";"None"
"c-263343";"4";"2";"0";"0";"0";"0";"0";"1";"rand"
"c-263343";"67";"3";"0";"0";"0";"0";"0";"1";"close"
"q-147482";"42";"1";"0";"0";"0";"0";"0";"0";"None"
"q-147482";"19";"2";"0";"0";"0";"0";"0";"1";"close"
"q-147482";"39";"3";"0";"0";"0";"0";"0";"1";"close"
"o-205758";"6";"1";"0";"0";"0";"0";"0";"0";"None"
"o-205758";"56";"2";"1";"1";"1";"1";"0";"1";"all"
"o-205758";"38";"3";"1";"1";"1";"1";"0";"1";"all"
"h-640692";"94";"1";"0";"0";"0";"0";"0";"0";"None"
"h-640692";"1";"2";"1";"1";"1";"1";"1";"0";"all"
"h-640692";"5";"3";"1";"1";"1";"1";"1";"0";"all"
"a-841904";"20";"1";"0";"0";"0";"0";"0";"0";"None"
"a-841904";"69";"2";"1";"1";"1";"1";"1";"0";"all"
"a-841904";"11";"3";"1";"1";"1";"1";"1";"0";"all"
"j-146099";"91";"1";"0";"0";"0";"0";"0";"0";"None"
"j-146099";"1";"2";"0";"1";"1";"1";"1";"1";"all"
"j-146099";"8";"3";"0";"1";"1";"1";"1";"1";"all"
"f-255117";"72";"1";"0";"0";"0";"0";"0";"0";"None"
"f-255117";"7";"2";"1";"0";"0";"0";"0";"1";"rand"
"f-255117";"21";"3";"0";"1";"0";"1";"0";"0";"rand"
"y-939467";"79";"1";"0";"0";"0";"0";"0";"0";"None"
"y-939467";"18";"2";"1";"1";"1";"0";"1";"1";"all"
"y-939467";"3";"3";"0";"0";"1";"0";"0";"1";"close"
"x-989784";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"x-989784";"14";"2";"1";"1";"1";"1";"0";"1";"all"
"x-989784";"64";"3";"0";"0";"0";"0";"0";"1";"close"
"c-683928";"78";"1";"0";"0";"0";"0";"0";"0";"None"
"c-683928";"15";"2";"1";"1";"1";"1";"1";"0";"all"
"c-683928";"7";"3";"1";"1";"1";"1";"1";"0";"all"
"q-549471";"37";"1";"0";"0";"0";"0";"0";"0";"None"
"q-549471";"58";"2";"1";"0";"1";"0";"0";"0";"close"
"q-549471";"5";"3";"1";"0";"1";"0";"0";"0";"close"
"t-716381";"4";"1";"0";"0";"0";"0";"0";"0";"None"
"t-716381";"36";"2";"1";"1";"1";"1";"1";"0";"all"
"t-716381";"60";"3";"0";"0";"0";"0";"1";"0";"close"
"m-889035";"67";"1";"0";"0";"0";"0";"0";"0";"None"
"m-889035";"3";"2";"1";"1";"1";"1";"1";"0";"all"
"m-889035";"30";"3";"1";"1";"1";"1";"1";"0";"all"
"e-672959";"12";"1";"0";"0";"0";"0";"0";"0";"None"
"e-672959";"37";"2";"1";"1";"1";"1";"0";"1";"all"
"e-672959";"51";"3";"0";"0";"0";"0";"0";"1";"rand"
"z-611089";"53";"1";"0";"0";"0";"0";"0";"0";"None"
"z-611089";"38";"2";"1";"1";"1";"1";"1";"0";"all"
"z-611089";"9";"3";"0";"0";"0";"1";"0";"0";"rand"
"j-716986";"78";"1";"0";"0";"0";"0";"0";"0";"None"
"j-716986";"20";"2";"0";"0";"0";"0";"0";"1";"close"
"j-716986";"2";"3";"0";"0";"0";"0";"0";"1";"rand"
"y-749682";"89";"1";"0";"0";"0";"0";"0";"0";"None"
"y-749682";"4";"2";"1";"0";"1";"0";"0";"0";"close"
"y-749682";"7";"3";"1";"0";"1";"1";"1";"1";"all"
"i-917029";"88";"1";"0";"0";"0";"0";"0";"0";"None"
"i-917029";"6";"2";"1";"0";"0";"1";"0";"0";"rand"
"i-917029";"6";"3";"1";"0";"1";"0";"0";"0";"close"
"a-697268";"23";"1";"0";"0";"0";"0";"0";"0";"None"
"a-697268";"43";"2";"1";"0";"0";"0";"0";"1";"rand"
"a-697268";"34";"3";"0";"0";"1";"0";"0";"1";"rand"
"f-547747";"50";"1";"0";"0";"0";"0";"0";"0";"None"
"f-547747";"47";"2";"1";"0";"0";"1";"0";"0";"close"
"f-547747";"3";"3";"1";"1";"0";"1";"1";"1";"all"
"n-371181";"82";"1";"0";"0";"0";"0";"0";"0";"None"
"n-371181";"11";"2";"1";"0";"0";"1";"0";"0";"close"
"n-371181";"7";"3";"1";"0";"0";"0";"0";"1";"close"
"y-179597";"25";"1";"0";"0";"0";"0";"0";"0";"None"
"y-179597";"39";"2";"1";"1";"0";"1";"1";"1";"all"
"y-179597";"36";"3";"1";"0";"0";"0";"0";"1";"rand"
"s-781961";"65";"1";"0";"0";"0";"0";"0";"0";"None"
"s-781961";"2";"2";"0";"0";"1";"0";"0";"0";"rand"
"s-781961";"33";"3";"0";"1";"0";"0";"0";"0";"rand"
"p-893419";"65";"1";"0";"0";"0";"0";"0";"0";"None"
"p-893419";"18";"2";"0";"1";"1";"1";"1";"1";"all"
"p-893419";"17";"3";"0";"1";"0";"0";"0";"0";"close"
"i-546242";"4";"1";"0";"0";"0";"0";"0";"0";"None"
"i-546242";"48";"2";"0";"0";"1";"0";"0";"0";"rand"
"i-546242";"48";"3";"0";"0";"0";"1";"0";"0";"rand"
"m-527360";"56";"1";"0";"0";"0";"0";"0";"0";"None"
"m-527360";"37";"2";"1";"1";"1";"1";"1";"0";"all"
"m-527360";"7";"3";"0";"0";"0";"0";"1";"0";"close"
"d-330831";"52";"1";"0";"0";"0";"0";"0";"0";"None"
"d-330831";"13";"2";"1";"0";"1";"0";"0";"0";"rand"
"d-330831";"35";"3";"1";"0";"0";"0";"0";"1";"rand"
"k-557222";"62";"1";"0";"0";"0";"0";"0";"0";"None"
"k-557222";"14";"2";"0";"0";"0";"0";"0";"1";"close"
"k-557222";"24";"3";"1";"1";"1";"1";"0";"1";"all"
"w-140391";"44";"1";"0";"0";"0";"0";"0";"0";"None"
"w-140391";"11";"2";"1";"1";"1";"1";"1";"0";"all"
"w-140391";"45";"3";"0";"0";"0";"1";"0";"0";"rand"
"c-538750";"55";"1";"0";"0";"0";"0";"0";"0";"None"
"c-538750";"6";"2";"0";"1";"1";"1";"1";"1";"all"
"c-538750";"39";"3";"0";"1";"1";"1";"1";"1";"all"
"n-512527";"39";"1";"0";"0";"0";"0";"0";"0";"None"
"n-512527";"16";"2";"1";"0";"0";"0";"0";"1";"close"
"n-512527";"45";"3";"0";"1";"0";"1";"0";"0";"rand"
"k-231857";"61";"1";"0";"0";"0";"0";"0";"0";"None"
"k-231857";"24";"2";"0";"0";"1";"0";"0";"1";"close"
"k-231857";"15";"3";"1";"1";"1";"0";"1";"1";"all"
"z-205661";"79";"1";"0";"0";"0";"0";"0";"0";"None"
"z-205661";"1";"2";"0";"0";"0";"1";"0";"0";"close"
"z-205661";"20";"3";"0";"0";"0";"0";"1";"0";"rand"
"o-266539";"71";"1";"0";"0";"0";"0";"0";"0";"None"
"o-266539";"1";"2";"1";"1";"1";"1";"0";"1";"all"
"o-266539";"28";"3";"0";"0";"0";"0";"0";"1";"rand"
"z-654313";"54";"1";"0";"0";"0";"0";"0";"0";"None"
"z-654313";"32";"2";"1";"1";"1";"1";"0";"1";"all"
"z-654313";"14";"3";"1";"1";"1";"1";"0";"1";"all"
"m-486632";"1";"1";"0";"0";"0";"0";"0";"0";"None"
"m-486632";"30";"2";"0";"0";"0";"0";"0";"1";"close"
"m-486632";"69";"3";"1";"1";"1";"1";"0";"1";"all"
"v-671452";"65";"1";"0";"0";"0";"0";"0";"0";"None"
"v-671452";"29";"2";"1";"1";"1";"1";"0";"1";"all"
"v-671452";"6";"3";"0";"0";"0";"0";"0";"1";"close"
"c-196819";"4";"1";"0";"0";"0";"0";"0";"0";"None"
"c-196819";"73";"2";"0";"1";"1";"1";"1";"1";"all"
"c-196819";"23";"3";"0";"1";"0";"0";"0";"0";"rand"
"l-287527";"51";"1";"0";"0";"0";"0";"0";"0";"None"
"l-287527";"40";"2";"0";"0";"0";"0";"0";"1";"close"
"l-287527";"9";"3";"0";"0";"0";"0";"0";"1";"rand"
"k-154841";"94";"1";"0";"0";"0";"0";"0";"0";"None"
"k-154841";"2";"2";"0";"0";"1";"0";"0";"1";"close"
"k-154841";"4";"3";"0";"0";"1";"0";"0";"1";"close"
"n-331068";"96";"1";"0";"0";"0";"0";"0";"0";"None"
"n-331068";"3";"2";"1";"0";"1";"1";"1";"1";"all"
"n-331068";"1";"3";"1";"0";"1";"0";"0";"0";"close"
"r-706341";"44";"1";"0";"0";"0";"0";"0";"0";"None"
"r-706341";"12";"2";"0";"0";"1";"0";"0";"1";"close"
"r-706341";"44";"3";"1";"1";"1";"0";"1";"1";"all"
"d-534124";"24";"1";"0";"0";"0";"0";"0";"0";"None"
"d-534124";"5";"2";"1";"1";"0";"1";"1";"1";"all"
"d-534124";"71";"3";"0";"1";"0";"0";"0";"1";"rand"
"a-854075";"82";"1";"0";"0";"0";"0";"0";"0";"None"
"a-854075";"13";"2";"0";"0";"1";"0";"0";"0";"rand"
"a-854075";"5";"3";"0";"0";"0";"0";"1";"0";"close"
"a-772020";"26";"1";"0";"0";"0";"0";"0";"0";"None"
"a-772020";"39";"2";"0";"0";"0";"0";"0";"1";"rand"
"a-772020";"35";"3";"0";"0";"0";"0";"0";"1";"rand"
"d-336115";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"d-336115";"12";"2";"0";"0";"0";"0";"0";"1";"rand"
"d-336115";"13";"3";"0";"0";"0";"0";"0";"1";"rand"
"s-644911";"12";"1";"0";"0";"0";"0";"0";"0";"None"
"s-644911";"32";"2";"0";"0";"0";"1";"0";"0";"close"
"s-644911";"56";"3";"0";"0";"0";"1";"0";"0";"close"
"u-130443";"15";"1";"0";"0";"0";"0";"0";"0";"None"
"u-130443";"13";"2";"0";"1";"1";"1";"1";"1";"all"
"u-130443";"72";"3";"0";"0";"0";"1";"0";"0";"rand"
"y-784692";"25";"1";"0";"0";"0";"0";"0";"0";"None"
"y-784692";"75";"2";"1";"1";"1";"0";"1";"1";"all"
"y-784692";"0";"3";"0";"0";"1";"0";"0";"1";"close"
"z-367164";"15";"1";"0";"0";"0";"0";"0";"0";"None"
"z-367164";"25";"2";"0";"1";"1";"1";"1";"1";"all"
"z-367164";"60";"3";"0";"0";"1";"0";"0";"0";"rand"
"p-749472";"7";"1";"0";"0";"0";"0";"0";"0";"None"
"p-749472";"6";"2";"0";"0";"1";"0";"0";"0";"rand"
"p-749472";"87";"3";"0";"1";"0";"0";"0";"0";"close"
"d-878938";"57";"1";"0";"0";"0";"0";"0";"0";"None"
"d-878938";"3";"2";"0";"0";"1";"0";"0";"0";"close"
"d-878938";"40";"3";"0";"1";"1";"1";"1";"1";"all"
"f-735943";"62";"1";"0";"0";"0";"0";"0";"0";"None"
"f-735943";"31";"2";"1";"0";"0";"0";"0";"1";"rand"
"f-735943";"7";"3";"1";"0";"0";"0";"0";"1";"rand"
"g-499232";"61";"1";"0";"0";"0";"0";"0";"0";"None"
"g-499232";"32";"2";"0";"0";"0";"1";"0";"0";"close"
"g-499232";"7";"3";"0";"0";"0";"0";"1";"0";"close"
"s-634670";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"s-634670";"3";"2";"1";"1";"0";"1";"1";"1";"all"
"s-634670";"12";"3";"1";"1";"0";"1";"1";"1";"all"
"t-751738";"1";"1";"0";"0";"0";"0";"0";"0";"None"
"t-751738";"53";"2";"0";"1";"0";"0";"0";"0";"close"
"t-751738";"146";"3";"0";"0";"0";"1";"0";"0";"rand"
"m-997559";"48";"1";"0";"0";"0";"0";"0";"0";"None"
"m-997559";"96";"2";"0";"0";"1";"0";"0";"1";"close"
"m-997559";"56";"3";"1";"1";"1";"0";"1";"1";"all"
"z-720220";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"z-720220";"69";"2";"0";"0";"0";"0";"0";"1";"close"
"z-720220";"56";"3";"0";"0";"0";"0";"0";"1";"rand"
"j-122459";"182";"1";"0";"0";"0";"0";"0";"0";"None"
"j-122459";"11";"2";"1";"0";"0";"0";"0";"0";"rand"
"j-122459";"7";"3";"0";"0";"0";"1";"0";"0";"close"
"i-716973";"197";"1";"0";"0";"0";"0";"0";"0";"None"
"i-716973";"3";"2";"0";"0";"0";"0";"0";"1";"close"
"i-716973";"0";"3";"1";"1";"1";"1";"0";"1";"all"
"h-215631";"19";"1";"0";"0";"0";"0";"0";"0";"None"
"h-215631";"41";"2";"0";"0";"1";"0";"0";"1";"rand"
"h-215631";"140";"3";"0";"0";"1";"0";"0";"1";"close"
"o-775635";"180";"1";"0";"0";"0";"0";"0";"0";"None"
"o-775635";"2";"2";"1";"1";"1";"0";"1";"1";"all"
"o-775635";"18";"3";"1";"1";"1";"0";"1";"1";"all"
"e-291874";"63";"1";"0";"0";"0";"0";"0";"0";"None"
"e-291874";"98";"2";"1";"0";"1";"1";"1";"1";"all"
"e-291874";"39";"3";"1";"0";"1";"1";"1";"1";"all"
"t-429981";"122";"1";"0";"0";"0";"0";"0";"0";"None"
"t-429981";"7";"2";"1";"0";"1";"0";"0";"0";"close"
"t-429981";"71";"3";"1";"0";"1";"1";"1";"1";"all"
"f-582752";"133";"1";"0";"0";"0";"0";"0";"0";"None"
"f-582752";"42";"2";"1";"0";"1";"1";"1";"1";"all"
"f-582752";"25";"3";"1";"0";"0";"1";"0";"0";"rand"
"u-920618";"105";"1";"0";"0";"0";"0";"0";"0";"None"
"u-920618";"63";"2";"0";"0";"0";"0";"0";"1";"rand"
"u-920618";"32";"3";"0";"0";"0";"0";"0";"1";"rand"
"q-336914";"107";"1";"0";"0";"0";"0";"0";"0";"None"
"q-336914";"90";"2";"0";"1";"0";"0";"0";"1";"rand"
"q-336914";"3";"3";"1";"0";"0";"0";"0";"1";"rand"
"c-384154";"172";"1";"0";"0";"0";"0";"0";"0";"None"
"c-384154";"12";"2";"1";"0";"0";"0";"0";"1";"rand"
"c-384154";"16";"3";"1";"1";"1";"0";"1";"1";"all"
"l-864532";"189";"1";"0";"0";"0";"0";"0";"0";"None"
"l-864532";"11";"2";"1";"1";"1";"1";"1";"0";"all"
"l-864532";"0";"3";"0";"0";"0";"0";"1";"0";"rand"
"m-820135";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"m-820135";"61";"2";"1";"1";"1";"1";"0";"1";"all"
"m-820135";"117";"3";"0";"0";"0";"0";"0";"1";"close"
"h-658415";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"h-658415";"100";"2";"0";"0";"0";"1";"0";"0";"close"
"h-658415";"42";"3";"0";"0";"0";"0";"1";"0";"close"
"j-846122";"90";"1";"0";"0";"0";"0";"0";"0";"None"
"j-846122";"60";"2";"0";"0";"0";"0";"0";"1";"close"
"j-846122";"50";"3";"0";"0";"0";"0";"0";"1";"close"
"r-611245";"162";"1";"0";"0";"0";"0";"0";"0";"None"
"r-611245";"7";"2";"1";"0";"1";"0";"0";"0";"close"
"r-611245";"31";"3";"1";"0";"1";"1";"1";"1";"all"
"x-795693";"94";"1";"0";"0";"0";"0";"0";"0";"None"
"x-795693";"47";"2";"0";"1";"1";"1";"1";"1";"all"
"x-795693";"59";"3";"0";"1";"1";"1";"1";"1";"all"
"w-284075";"173";"1";"0";"0";"0";"0";"0";"0";"None"
"w-284075";"2";"2";"0";"1";"0";"1";"0";"0";"close"
"w-284075";"25";"3";"1";"0";"0";"0";"0";"1";"rand"
"y-148967";"64";"1";"0";"0";"0";"0";"0";"0";"None"
"y-148967";"29";"2";"0";"0";"0";"0";"0";"1";"rand"
"y-148967";"107";"3";"0";"1";"0";"0";"0";"0";"rand"
"u-145638";"74";"1";"0";"0";"0";"0";"0";"0";"None"
"u-145638";"105";"2";"1";"0";"1";"1";"1";"1";"all"
"u-145638";"21";"3";"1";"0";"1";"0";"0";"0";"close"
"j-991067";"56";"1";"0";"0";"0";"0";"0";"0";"None"
"j-991067";"98";"2";"1";"0";"1";"0";"0";"0";"rand"
"j-991067";"46";"3";"1";"0";"1";"0";"0";"0";"rand"
"t-565506";"137";"1";"0";"0";"0";"0";"0";"0";"None"
"t-565506";"40";"2";"0";"0";"0";"0";"1";"0";"close"
"t-565506";"23";"3";"0";"0";"0";"0";"1";"0";"close"
"r-956233";"142";"1";"0";"0";"0";"0";"0";"0";"None"
"r-956233";"23";"2";"1";"0";"0";"0";"0";"1";"rand"
"r-956233";"35";"3";"1";"1";"1";"0";"1";"1";"all"
"t-952473";"97";"1";"0";"0";"0";"0";"0";"0";"None"
"t-952473";"96";"2";"0";"0";"1";"0";"0";"0";"close"
"t-952473";"7";"3";"0";"0";"0";"1";"0";"0";"rand"
"l-680867";"129";"1";"0";"0";"0";"0";"0";"0";"None"
"l-680867";"56";"2";"1";"1";"1";"1";"1";"0";"all"
"l-680867";"15";"3";"1";"1";"1";"1";"1";"0";"all"
"b-817353";"147";"1";"0";"0";"0";"0";"0";"0";"None"
"b-817353";"5";"2";"1";"0";"1";"0";"0";"0";"close"
"b-817353";"48";"3";"1";"0";"1";"1";"1";"1";"all"
"p-979562";"4";"1";"0";"0";"0";"0";"0";"0";"None"
"p-979562";"69";"2";"0";"1";"0";"0";"0";"0";"close"
"p-979562";"127";"3";"0";"0";"1";"0";"0";"0";"close"
"k-503559";"111";"1";"0";"0";"0";"0";"0";"0";"None"
"k-503559";"74";"2";"1";"1";"0";"1";"1";"1";"all"
"k-503559";"15";"3";"1";"1";"0";"1";"1";"1";"all"
"t-778208";"72";"1";"0";"0";"0";"0";"0";"0";"None"
"t-778208";"7";"2";"0";"0";"1";"0";"0";"1";"close"
"t-778208";"121";"3";"1";"1";"1";"0";"1";"1";"all"
"l-303049";"168";"1";"0";"0";"0";"0";"0";"0";"None"
"l-303049";"20";"2";"0";"0";"0";"0";"0";"1";"rand"
"l-303049";"12";"3";"0";"0";"0";"0";"0";"1";"close"
"f-503222";"14";"1";"0";"0";"0";"0";"0";"0";"None"
"f-503222";"184";"2";"0";"0";"1";"0";"0";"1";"close"
"f-503222";"2";"3";"0";"0";"1";"0";"0";"1";"close"
"t-843509";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"t-843509";"38";"2";"0";"1";"0";"0";"0";"1";"rand"
"t-843509";"87";"3";"0";"0";"1";"0";"0";"1";"close"
"e-427369";"96";"1";"0";"0";"0";"0";"0";"0";"None"
"e-427369";"84";"2";"0";"0";"0";"0";"0";"1";"close"
"e-427369";"20";"3";"0";"0";"0";"0";"0";"1";"rand"
"b-774223";"150";"1";"0";"0";"0";"0";"0";"0";"None"
"b-774223";"34";"2";"0";"0";"0";"1";"0";"0";"close"
"b-774223";"16";"3";"0";"0";"0";"1";"0";"0";"rand"
"y-163505";"191";"1";"0";"0";"0";"0";"0";"0";"None"
"y-163505";"8";"2";"1";"1";"1";"1";"0";"1";"all"
"y-163505";"1";"3";"0";"0";"0";"0";"0";"1";"close"
"i-349493";"131";"1";"0";"0";"0";"0";"0";"0";"None"
"i-349493";"4";"2";"1";"0";"1";"1";"1";"1";"all"
"i-349493";"65";"3";"1";"0";"0";"1";"0";"0";"rand"
"y-576204";"24";"1";"0";"0";"0";"0";"0";"0";"None"
"y-576204";"50";"2";"1";"0";"0";"0";"0";"1";"close"
"y-576204";"126";"3";"0";"1";"0";"0";"0";"1";"close"
"d-376714";"194";"1";"0";"0";"0";"0";"0";"0";"None"
"d-376714";"5";"2";"0";"0";"0";"0";"0";"1";"close"
"d-376714";"1";"3";"1";"1";"1";"1";"0";"1";"all"
"j-921542";"70";"1";"0";"0";"0";"0";"0";"0";"None"
"j-921542";"98";"2";"1";"0";"0";"0";"0";"0";"rand"
"j-921542";"32";"3";"1";"1";"1";"1";"1";"0";"all"
"d-952883";"77";"1";"0";"0";"0";"0";"0";"0";"None"
"d-952883";"119";"2";"1";"1";"0";"1";"1";"1";"all"
"d-952883";"4";"3";"0";"1";"0";"1";"0";"0";"close"
"h-657849";"51";"1";"0";"0";"0";"0";"0";"0";"None"
"h-657849";"59";"2";"1";"0";"1";"0";"0";"0";"close"
"h-657849";"90";"3";"1";"0";"1";"1";"1";"1";"all"
"u-389264";"145";"1";"0";"0";"0";"0";"0";"0";"None"
"u-389264";"47";"2";"0";"0";"1";"0";"0";"0";"close"
"u-389264";"8";"3";"0";"1";"0";"0";"0";"0";"rand"
"o-653952";"133";"1";"0";"0";"0";"0";"0";"0";"None"
"o-653952";"56";"2";"1";"1";"1";"0";"1";"1";"all"
"o-653952";"11";"3";"1";"1";"1";"0";"1";"1";"all"
"k-144553";"38";"1";"0";"0";"0";"0";"0";"0";"None"
"k-144553";"4";"2";"1";"0";"1";"1";"1";"1";"all"
"k-144553";"158";"3";"1";"0";"1";"1";"1";"1";"all"
"g-749897";"51";"1";"0";"0";"0";"0";"0";"0";"None"
"g-749897";"103";"2";"1";"1";"1";"1";"1";"0";"all"
"g-749897";"46";"3";"1";"1";"1";"1";"1";"0";"all"
"m-910349";"537";"1";"0";"0";"0";"0";"0";"0";"None"
"m-910349";"129";"2";"1";"1";"1";"0";"1";"1";"all"
"m-910349";"4334";"3";"0";"0";"1";"0";"0";"1";"rand"
"s-894515";"4818";"1";"0";"0";"0";"0";"0";"0";"None"
"s-894515";"160";"2";"0";"1";"1";"1";"1";"1";"all"
"s-894515";"22";"3";"0";"0";"1";"0";"0";"0";"close"
"k-918012";"2727";"1";"0";"0";"0";"0";"0";"0";"None"
"k-918012";"1012";"2";"0";"1";"0";"0";"0";"0";"close"
"k-918012";"1261";"3";"0";"1";"0";"0";"0";"0";"rand"
"c-509827";"1700";"1";"0";"0";"0";"0";"0";"0";"None"
"c-509827";"706";"2";"0";"0";"0";"0";"1";"0";"close"
"c-509827";"2594";"3";"1";"1";"1";"1";"1";"0";"all"
"j-494872";"2084";"1";"0";"0";"0";"0";"0";"0";"None"
"j-494872";"547";"2";"1";"1";"0";"1";"1";"1";"all"
"j-494872";"2369";"3";"0";"1";"0";"1";"0";"0";"close"
"i-345466";"3853";"1";"0";"0";"0";"0";"0";"0";"None"
"i-345466";"62";"2";"0";"0";"0";"0";"0";"1";"close"
"i-345466";"1085";"3";"0";"0";"0";"0";"0";"1";"rand"
"f-290483";"4048";"1";"0";"0";"0";"0";"0";"0";"None"
"f-290483";"63";"2";"0";"0";"0";"0";"0";"1";"close"
"f-290483";"889";"3";"0";"0";"0";"0";"0";"1";"close"
"y-709472";"4118";"1";"0";"0";"0";"0";"0";"0";"None"
"y-709472";"782";"2";"0";"1";"1";"1";"1";"1";"all"
"y-709472";"100";"3";"0";"0";"0";"1";"0";"0";"rand"
"x-479207";"4945";"1";"0";"0";"0";"0";"0";"0";"None"
"x-479207";"1";"2";"0";"0";"0";"0";"1";"0";"close"
"x-479207";"54";"3";"0";"0";"0";"1";"0";"0";"close"
"s-359589";"189";"1";"0";"0";"0";"0";"0";"0";"None"
"s-359589";"1107";"2";"0";"1";"0";"0";"0";"0";"rand"
"s-359589";"3704";"3";"0";"0";"0";"0";"0";"1";"rand"
"d-571927";"974";"1";"0";"0";"0";"0";"0";"0";"None"
"d-571927";"427";"2";"0";"0";"0";"0";"0";"1";"close"
"d-571927";"3599";"3";"1";"1";"1";"1";"0";"1";"all"
"n-640703";"1475";"1";"0";"0";"0";"0";"0";"0";"None"
"n-640703";"2085";"2";"0";"0";"0";"0";"0";"1";"close"
"n-640703";"1440";"3";"1";"1";"1";"1";"0";"1";"all"
"k-684316";"2683";"1";"0";"0";"0";"0";"0";"0";"None"
"k-684316";"1165";"2";"0";"1";"0";"1";"0";"0";"rand"
"k-684316";"1152";"3";"1";"0";"0";"1";"0";"0";"rand"
"u-385498";"4805";"1";"0";"0";"0";"0";"0";"0";"None"
"u-385498";"17";"2";"1";"1";"1";"1";"0";"1";"all"
"u-385498";"178";"3";"1";"1";"1";"1";"0";"1";"all"
