"ID";"N";"E";"Z1_int";"Z2_int";"Z3_int";"Z4_int";"Z5_int";"Z6_int";"interv"
"d-118062";"44";"1";"0";"0";"0";"0";"0";"0";"None"
"d-118062";"19";"2";"0";"1";"1";"1";"1";"1";"all"
"d-118062";"37";"3";"0";"1";"0";"0";"0";"0";"rand"
"e-625382";"65";"1";"0";"0";"0";"0";"0";"0";"None"
"e-625382";"10";"2";"0";"0";"0";"0";"1";"0";"close"
"e-625382";"25";"3";"1";"1";"1";"1";"1";"0";"all"
"l-557425";"87";"1";"0";"0";"0";"0";"0";"0";"None"
"l-557425";"2";"2";"1";"1";"1";"0";"1";"1";"all"
"l-557425";"11";"3";"0";"0";"1";"0";"0";"1";"close"
"o-474019";"69";"1";"0";"0";"0";"0";"0";"0";"None"
"o-474019";"11";"2";"1";"0";"0";"1";"0";"0";"rand"
"o-474019";"20";"3";"0";"1";"0";"1";"0";"0";"rand"
"l-504162";"53";"1";"0";"0";"0";"0";"0";"0";"None"
"l-504162";"21";"2";"1";"1";"0";"1";"1";"1";"all"
"l-504162";"26";"3";"1";"1";"0";"1";"1";"1";"all"
"v-911171";"30";"1";"0";"0";"0";"0";"0";"0";"None"
"v-911171";"11";"2";"0";"1";"1";"1";"1";"1";"all"
"v-911171";"59";"3";"0";"0";"1";"0";"0";"0";"close"
"w-860849";"93";"1";"0";"0";"0";"0";"0";"0";"None"
"w-860849";"3";"2";"1";"0";"1";"0";"0";"0";"close"
"w-860849";"4";"3";"1";"0";"0";"0";"0";"1";"rand"
"m-425448";"86";"1";"0";"0";"0";"0";"0";"0";"None"
"m-425448";"8";"2";"1";"0";"1";"0";"0";"0";"close"
"m-425448";"6";"3";"1";"0";"1";"1";"1";"1";"all"
"j-185626";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"j-185626";"38";"2";"0";"0";"0";"0";"0";"1";"rand"
"j-185626";"53";"3";"0";"0";"0";"0";"0";"1";"close"
"x-325439";"26";"1";"0";"0";"0";"0";"0";"0";"None"
"x-325439";"21";"2";"0";"0";"0";"0";"1";"0";"close"
"x-325439";"53";"3";"0";"0";"0";"0";"1";"0";"rand"
"v-104640";"30";"1";"0";"0";"0";"0";"0";"0";"None"
"v-104640";"64";"2";"0";"1";"0";"0";"0";"0";"close"
"v-104640";"6";"3";"0";"1";"1";"1";"1";"1";"all"
"m-552840";"44";"1";"0";"0";"0";"0";"0";"0";"None"
"m-552840";"47";"2";"1";"1";"1";"1";"1";"0";"all"
"m-552840";"9";"3";"0";"0";"0";"1";"0";"0";"close"
"o-756331";"89";"1";"0";"0";"0";"0";"0";"0";"None"
"o-756331";"11";"2";"0";"1";"1";"1";"1";"1";"all"
"o-756331";"0";"3";"0";"1";"0";"0";"0";"0";"close"
"n-104244";"98";"1";"0";"0";"0";"0";"0";"0";"None"
"n-104244";"1";"2";"0";"1";"1";"1";"1";"1";"all"
"n-104244";"1";"3";"0";"1";"0";"0";"0";"0";"close"
"w-576021";"94";"1";"0";"0";"0";"0";"0";"0";"None"
"w-576021";"1";"2";"0";"1";"0";"0";"0";"0";"close"
"w-576021";"5";"3";"0";"0";"1";"0";"0";"0";"rand"
"o-444912";"79";"1";"0";"0";"0";"0";"0";"0";"None"
"o-444912";"1";"2";"0";"0";"0";"0";"0";"1";"close"
"o-444912";"20";"3";"1";"1";"1";"1";"0";"1";"all"
"k-748760";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"k-748760";"78";"2";"0";"1";"0";"0";"0";"1";"rand"
"k-748760";"0";"3";"1";"0";"0";"0";"0";"1";"close"
"g-589204";"52";"1";"0";"0";"0";"0";"0";"0";"None"
"g-589204";"12";"2";"1";"0";"1";"0";"0";"0";"close"
"g-589204";"36";"3";"1";"0";"1";"1";"1";"1";"all"
"f-591410";"19";"1";"0";"0";"0";"0";"0";"0";"None"
"f-591410";"27";"2";"1";"0";"0";"1";"0";"0";"rand"
"f-591410";"54";"3";"0";"1";"0";"1";"0";"0";"rand"
"d-960159";"21";"1";"0";"0";"0";"0";"0";"0";"None"
"d-960159";"7";"2";"0";"0";"0";"0";"0";"1";"close"
"d-960159";"72";"3";"1";"1";"1";"1";"0";"1";"all"
"n-940186";"13";"1";"0";"0";"0";"0";"0";"0";"None"
"n-940186";"1";"2";"0";"0";"1";"0";"0";"0";"close"
"n-940186";"86";"3";"0";"0";"0";"1";"0";"0";"close"
"g-164386";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"g-164386";"40";"2";"1";"1";"1";"1";"0";"1";"all"
"g-164386";"2";"3";"0";"0";"0";"0";"0";"1";"rand"
"a-850746";"96";"1";"0";"0";"0";"0";"0";"0";"None"
"a-850746";"3";"2";"1";"1";"0";"1";"1";"1";"all"
"a-850746";"1";"3";"1";"1";"0";"1";"1";"1";"all"
"n-963282";"43";"1";"0";"0";"0";"0";"0";"0";"None"
"n-963282";"24";"2";"1";"0";"0";"0";"0";"1";"close"
"n-963282";"33";"3";"1";"0";"0";"0";"0";"1";"rand"
"x-902635";"31";"1";"0";"0";"0";"0";"0";"0";"None"
"x-902635";"4";"2";"1";"0";"0";"0";"0";"1";"rand"
"x-902635";"65";"3";"1";"1";"1";"0";"1";"1";"all"
"r-733159";"17";"1";"0";"0";"0";"0";"0";"0";"None"
"r-733159";"56";"2";"1";"1";"1";"0";"1";"1";"all"
"r-733159";"27";"3";"0";"0";"1";"0";"0";"1";"close"
"m-883192";"73";"1";"0";"0";"0";"0";"0";"0";"None"
"m-883192";"18";"2";"0";"0";"0";"0";"0";"1";"close"
"m-883192";"9";"3";"1";"1";"1";"1";"0";"1";"all"
"g-186677";"1";"1";"0";"0";"0";"0";"0";"0";"None"
"g-186677";"8";"2";"0";"1";"0";"0";"0";"1";"rand"
"g-186677";"91";"3";"1";"1";"0";"1";"1";"1";"all"
"t-673999";"5";"1";"0";"0";"0";"0";"0";"0";"None"
"t-673999";"52";"2";"1";"1";"0";"1";"1";"1";"all"
"t-673999";"43";"3";"0";"1";"0";"0";"0";"1";"close"
"e-624800";"39";"1";"0";"0";"0";"0";"0";"0";"None"
"e-624800";"49";"2";"0";"0";"0";"0";"0";"1";"rand"
"e-624800";"12";"3";"0";"0";"1";"0";"0";"0";"close"
"f-944749";"62";"1";"0";"0";"0";"0";"0";"0";"None"
"f-944749";"4";"2";"1";"0";"1";"1";"1";"1";"all"
"f-944749";"34";"3";"1";"0";"1";"0";"0";"0";"close"
"l-760185";"12";"1";"0";"0";"0";"0";"0";"0";"None"
"l-760185";"59";"2";"1";"1";"0";"1";"1";"1";"all"
"l-760185";"29";"3";"1";"0";"0";"1";"0";"0";"rand"
"f-921506";"92";"1";"0";"0";"0";"0";"0";"0";"None"
"f-921506";"1";"2";"1";"1";"0";"1";"1";"1";"all"
"f-921506";"7";"3";"1";"0";"0";"0";"0";"1";"close"
"t-657211";"91";"1";"0";"0";"0";"0";"0";"0";"None"
"t-657211";"7";"2";"1";"0";"1";"1";"1";"1";"all"
"t-657211";"2";"3";"1";"0";"1";"0";"0";"0";"close"
"p-943912";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"p-943912";"20";"2";"1";"1";"1";"1";"1";"0";"all"
"p-943912";"5";"3";"1";"0";"0";"0";"0";"0";"rand"
"y-704972";"3";"1";"0";"0";"0";"0";"0";"0";"None"
"y-704972";"71";"2";"1";"0";"1";"1";"1";"1";"all"
"y-704972";"26";"3";"1";"0";"1";"1";"1";"1";"all"
"t-437530";"79";"1";"0";"0";"0";"0";"0";"0";"None"
"t-437530";"4";"2";"1";"0";"1";"0";"0";"0";"rand"
"t-437530";"17";"3";"1";"0";"0";"0";"0";"1";"rand"
"o-684988";"66";"1";"0";"0";"0";"0";"0";"0";"None"
"o-684988";"6";"2";"1";"1";"0";"1";"1";"1";"all"
"o-684988";"28";"3";"1";"1";"0";"1";"1";"1";"all"
"e-464327";"98";"1";"0";"0";"0";"0";"0";"0";"None"
"e-464327";"1";"2";"0";"0";"0";"0";"0";"1";"close"
"e-464327";"1";"3";"1";"1";"1";"1";"0";"1";"all"
"e-832564";"16";"1";"0";"0";"0";"0";"0";"0";"None"
"e-832564";"20";"2";"0";"0";"1";"0";"0";"1";"close"
"e-832564";"64";"3";"0";"1";"0";"0";"0";"1";"rand"
"z-564375";"73";"1";"0";"0";"0";"0";"0";"0";"None"
"z-564375";"25";"2";"0";"1";"0";"0";"0";"0";"close"
"z-564375";"2";"3";"0";"0";"1";"0";"0";"0";"close"
"e-189349";"24";"1";"0";"0";"0";"0";"0";"0";"None"
"e-189349";"58";"2";"1";"1";"1";"1";"0";"1";"all"
"e-189349";"18";"3";"0";"0";"0";"0";"0";"1";"rand"
"s-724225";"81";"1";"0";"0";"0";"0";"0";"0";"None"
"s-724225";"5";"2";"0";"0";"0";"0";"1";"0";"rand"
"s-724225";"14";"3";"0";"0";"0";"1";"0";"0";"close"
"l-869547";"88";"1";"0";"0";"0";"0";"0";"0";"None"
"l-869547";"3";"2";"1";"0";"1";"1";"1";"1";"all"
"l-869547";"9";"3";"1";"0";"1";"0";"0";"0";"close"
"o-554655";"63";"1";"0";"0";"0";"0";"0";"0";"None"
"o-554655";"26";"2";"0";"0";"1";"0";"0";"1";"close"
"o-554655";"11";"3";"0";"0";"1";"0";"0";"1";"rand"
"r-775038";"77";"1";"0";"0";"0";"0";"0";"0";"None"
"r-775038";"20";"2";"1";"1";"1";"1";"1";"0";"all"
"r-775038";"3";"3";"1";"0";"0";"0";"0";"0";"rand"
"t-651472";"1";"1";"0";"0";"0";"0";"0";"0";"None"
"t-651472";"45";"2";"0";"0";"0";"0";"0";"1";"close"
"t-651472";"54";"3";"0";"0";"0";"0";"0";"1";"close"
"h-370107";"77";"1";"0";"0";"0";"0";"0";"0";"None"
"h-370107";"4";"2";"0";"1";"0";"0";"0";"1";"rand"
"h-370107";"19";"3";"0";"0";"1";"0";"0";"1";"close"
"x-959030";"45";"1";"0";"0";"0";"0";"0";"0";"None"
"x-959030";"18";"2";"0";"1";"0";"0";"0";"1";"rand"
"x-959030";"37";"3";"1";"0";"0";"0";"0";"1";"rand"
"l-660659";"57";"1";"0";"0";"0";"0";"0";"0";"None"
"l-660659";"19";"2";"1";"0";"1";"0";"0";"0";"close"
"l-660659";"24";"3";"1";"0";"1";"0";"0";"0";"close"
"u-586062";"43";"1";"0";"0";"0";"0";"0";"0";"None"
"u-586062";"52";"2";"0";"1";"0";"1";"0";"0";"rand"
"u-586062";"5";"3";"1";"1";"0";"1";"1";"1";"all"
"p-456299";"31";"1";"0";"0";"0";"0";"0";"0";"None"
"p-456299";"61";"2";"0";"0";"1";"0";"0";"0";"rand"
"p-456299";"8";"3";"0";"0";"0";"0";"0";"1";"rand"
"b-663053";"92";"1";"0";"0";"0";"0";"0";"0";"None"
"b-663053";"4";"2";"1";"1";"1";"0";"1";"1";"all"
"b-663053";"4";"3";"0";"1";"0";"0";"0";"1";"rand"
"a-494462";"23";"1";"0";"0";"0";"0";"0";"0";"None"
"a-494462";"9";"2";"0";"1";"0";"0";"0";"0";"close"
"a-494462";"68";"3";"0";"0";"1";"0";"0";"0";"rand"
"a-343409";"28";"1";"0";"0";"0";"0";"0";"0";"None"
"a-343409";"68";"2";"0";"0";"1";"0";"0";"1";"close"
"a-343409";"4";"3";"1";"1";"1";"0";"1";"1";"all"
"a-144445";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"a-144445";"30";"2";"0";"0";"0";"0";"0";"1";"rand"
"a-144445";"61";"3";"0";"0";"0";"0";"0";"1";"rand"
"h-729166";"57";"1";"0";"0";"0";"0";"0";"0";"None"
"h-729166";"27";"2";"1";"0";"1";"1";"1";"1";"all"
"h-729166";"16";"3";"1";"0";"1";"0";"0";"0";"rand"
"n-106302";"88";"1";"0";"0";"0";"0";"0";"0";"None"
"n-106302";"10";"2";"0";"0";"1";"0";"0";"1";"rand"
"n-106302";"2";"3";"0";"0";"1";"0";"0";"1";"close"
"l-874601";"36";"1";"0";"0";"0";"0";"0";"0";"None"
"l-874601";"33";"2";"1";"0";"1";"0";"0";"0";"rand"
"l-874601";"31";"3";"1";"0";"1";"0";"0";"0";"close"
"i-974643";"7";"1";"0";"0";"0";"0";"0";"0";"None"
"i-974643";"92";"2";"1";"0";"0";"1";"0";"0";"close"
"i-974643";"1";"3";"1";"1";"0";"1";"1";"1";"all"
"u-698129";"98";"1";"0";"0";"0";"0";"0";"0";"None"
"u-698129";"1";"2";"1";"1";"1";"1";"0";"1";"all"
"u-698129";"1";"3";"0";"0";"0";"0";"0";"1";"rand"
"g-883651";"17";"1";"0";"0";"0";"0";"0";"0";"None"
"g-883651";"71";"2";"0";"0";"1";"0";"0";"1";"close"
"g-883651";"12";"3";"1";"1";"1";"0";"1";"1";"all"
"q-859038";"40";"1";"0";"0";"0";"0";"0";"0";"None"
"q-859038";"22";"2";"0";"1";"1";"1";"1";"1";"all"
"q-859038";"38";"3";"0";"1";"0";"0";"0";"0";"rand"
"w-415214";"36";"1";"0";"0";"0";"0";"0";"0";"None"
"w-415214";"17";"2";"0";"0";"1";"0";"0";"0";"close"
"w-415214";"47";"3";"0";"1";"1";"1";"1";"1";"all"
"v-273591";"66";"1";"0";"0";"0";"0";"0";"0";"None"
"v-273591";"12";"2";"1";"0";"0";"0";"0";"1";"rand"
"v-273591";"22";"3";"1";"0";"1";"1";"1";"1";"all"
"e-897723";"1";"1";"0";"0";"0";"0";"0";"0";"None"
"e-897723";"55";"2";"0";"0";"0";"0";"0";"1";"close"
"e-897723";"44";"3";"0";"0";"0";"0";"0";"1";"rand"
"w-789317";"26";"1";"0";"0";"0";"0";"0";"0";"None"
"w-789317";"22";"2";"1";"0";"1";"0";"0";"0";"close"
"w-789317";"52";"3";"1";"0";"1";"1";"1";"1";"all"
"a-725188";"15";"1";"0";"0";"0";"0";"0";"0";"None"
"a-725188";"13";"2";"1";"0";"1";"1";"1";"1";"all"
"a-725188";"72";"3";"1";"0";"0";"1";"0";"0";"rand"
"e-813366";"90";"1";"0";"0";"0";"0";"0";"0";"None"
"e-813366";"5";"2";"0";"1";"0";"0";"0";"0";"close"
"e-813366";"5";"3";"0";"1";"1";"1";"1";"1";"all"
"s-890150";"96";"1";"0";"0";"0";"0";"0";"0";"None"
"s-890150";"4";"2";"0";"0";"1";"0";"0";"1";"close"
"s-890150";"0";"3";"0";"0";"1";"0";"0";"1";"close"
"t-987641";"6";"1";"0";"0";"0";"0";"0";"0";"None"
"t-987641";"76";"2";"0";"1";"1";"1";"1";"1";"all"
"t-987641";"18";"3";"0";"0";"1";"0";"0";"0";"rand"
"x-736688";"4";"1";"0";"0";"0";"0";"0";"0";"None"
"x-736688";"42";"2";"1";"1";"1";"1";"0";"1";"all"
"x-736688";"54";"3";"0";"0";"0";"0";"0";"1";"close"
"b-805639";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"b-805639";"32";"2";"0";"0";"0";"0";"0";"1";"rand"
"b-805639";"46";"3";"1";"1";"1";"1";"0";"1";"all"
"k-998997";"26";"1";"0";"0";"0";"0";"0";"0";"None"
"k-998997";"39";"2";"0";"0";"0";"0";"0";"1";"rand"
"k-998997";"35";"3";"0";"0";"0";"0";"0";"1";"close"
"f-444468";"185";"1";"0";"0";"0";"0";"0";"0";"None"
"f-444468";"15";"2";"0";"1";"0";"0";"0";"0";"rand"
"f-444468";"0";"3";"0";"0";"1";"0";"0";"0";"close"
"b-885004";"30";"1";"0";"0";"0";"0";"0";"0";"None"
"b-885004";"23";"2";"1";"0";"1";"1";"1";"1";"all"
"b-885004";"147";"3";"1";"0";"1";"0";"0";"0";"rand"
"v-933169";"109";"1";"0";"0";"0";"0";"0";"0";"None"
"v-933169";"43";"2";"1";"0";"1";"0";"0";"0";"close"
"v-933169";"48";"3";"1";"0";"1";"0";"0";"0";"close"
"e-764662";"38";"1";"0";"0";"0";"0";"0";"0";"None"
"e-764662";"121";"2";"1";"1";"1";"0";"1";"1";"all"
"e-764662";"41";"3";"1";"1";"1";"0";"1";"1";"all"
"a-902631";"40";"1";"0";"0";"0";"0";"0";"0";"None"
"a-902631";"105";"2";"0";"0";"1";"0";"0";"1";"rand"
"a-902631";"55";"3";"0";"0";"1";"0";"0";"1";"close"
"f-466089";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"f-466089";"135";"2";"0";"0";"0";"0";"0";"1";"close"
"f-466089";"56";"3";"0";"0";"0";"0";"0";"1";"close"
"y-858209";"84";"1";"0";"0";"0";"0";"0";"0";"None"
"y-858209";"85";"2";"1";"1";"1";"0";"1";"1";"all"
"y-858209";"31";"3";"0";"0";"1";"0";"0";"1";"close"
"z-378006";"123";"1";"0";"0";"0";"0";"0";"0";"None"
"z-378006";"17";"2";"0";"0";"1";"0";"0";"1";"close"
"z-378006";"60";"3";"0";"0";"1";"0";"0";"1";"close"
"d-125002";"34";"1";"0";"0";"0";"0";"0";"0";"None"
"d-125002";"84";"2";"1";"0";"1";"0";"0";"0";"rand"
"d-125002";"82";"3";"1";"0";"0";"1";"0";"0";"rand"
"o-288809";"38";"1";"0";"0";"0";"0";"0";"0";"None"
"o-288809";"85";"2";"0";"0";"1";"0";"0";"0";"close"
"o-288809";"77";"3";"0";"0";"1";"0";"0";"0";"rand"
"z-475281";"115";"1";"0";"0";"0";"0";"0";"0";"None"
"z-475281";"4";"2";"1";"1";"1";"1";"1";"0";"all"
"z-475281";"81";"3";"0";"0";"0";"1";"0";"0";"rand"
"a-659491";"128";"1";"0";"0";"0";"0";"0";"0";"None"
"a-659491";"6";"2";"1";"1";"1";"0";"1";"1";"all"
"a-659491";"66";"3";"0";"0";"1";"0";"0";"1";"close"
"x-572520";"99";"1";"0";"0";"0";"0";"0";"0";"None"
"x-572520";"13";"2";"0";"0";"1";"0";"0";"1";"close"
"x-572520";"88";"3";"1";"1";"1";"0";"1";"1";"all"
"l-805013";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"l-805013";"53";"2";"1";"1";"1";"0";"1";"1";"all"
"l-805013";"138";"3";"1";"1";"1";"0";"1";"1";"all"
"r-864439";"62";"1";"0";"0";"0";"0";"0";"0";"None"
"r-864439";"65";"2";"1";"1";"1";"1";"0";"1";"all"
"r-864439";"73";"3";"0";"0";"0";"0";"0";"1";"rand"
"b-858036";"84";"1";"0";"0";"0";"0";"0";"0";"None"
"b-858036";"19";"2";"0";"1";"0";"0";"0";"0";"rand"
"b-858036";"97";"3";"0";"0";"1";"0";"0";"0";"close"
"k-653011";"61";"1";"0";"0";"0";"0";"0";"0";"None"
"k-653011";"23";"2";"1";"0";"0";"1";"0";"0";"rand"
"k-653011";"116";"3";"1";"1";"0";"1";"1";"1";"all"
"x-685101";"80";"1";"0";"0";"0";"0";"0";"0";"None"
"x-685101";"90";"2";"0";"1";"1";"1";"1";"1";"all"
"x-685101";"30";"3";"0";"0";"0";"1";"0";"0";"rand"
"r-616120";"111";"1";"0";"0";"0";"0";"0";"0";"None"
"r-616120";"22";"2";"1";"0";"0";"0";"0";"1";"rand"
"r-616120";"67";"3";"1";"0";"0";"0";"0";"1";"rand"
"g-304611";"137";"1";"0";"0";"0";"0";"0";"0";"None"
"g-304611";"48";"2";"1";"1";"1";"1";"1";"0";"all"
"g-304611";"15";"3";"0";"0";"0";"0";"1";"0";"close"
"m-733856";"162";"1";"0";"0";"0";"0";"0";"0";"None"
"m-733856";"36";"2";"0";"1";"1";"1";"1";"1";"all"
"m-733856";"2";"3";"0";"0";"0";"1";"0";"0";"rand"
"q-826234";"102";"1";"0";"0";"0";"0";"0";"0";"None"
"q-826234";"63";"2";"1";"1";"1";"0";"1";"1";"all"
"q-826234";"35";"3";"1";"0";"0";"0";"0";"1";"rand"
"d-916426";"2";"1";"0";"0";"0";"0";"0";"0";"None"
"d-916426";"37";"2";"0";"0";"1";"0";"0";"1";"close"
"d-916426";"161";"3";"0";"1";"0";"0";"0";"1";"rand"
"a-817155";"43";"1";"0";"0";"0";"0";"0";"0";"None"
"a-817155";"42";"2";"0";"0";"0";"0";"0";"1";"rand"
"a-817155";"115";"3";"0";"0";"1";"0";"0";"0";"close"
"v-517926";"174";"1";"0";"0";"0";"0";"0";"0";"None"
"v-517926";"2";"2";"0";"0";"0";"1";"0";"0";"rand"
"v-517926";"24";"3";"0";"0";"0";"0";"1";"0";"close"
"y-605476";"195";"1";"0";"0";"0";"0";"0";"0";"None"
"y-605476";"3";"2";"1";"1";"1";"1";"1";"0";"all"
"y-605476";"2";"3";"1";"1";"1";"1";"1";"0";"all"
"a-378797";"87";"1";"0";"0";"0";"0";"0";"0";"None"
"a-378797";"18";"2";"0";"1";"1";"1";"1";"1";"all"
"a-378797";"95";"3";"0";"0";"1";"0";"0";"0";"close"
"w-881317";"4";"1";"0";"0";"0";"0";"0";"0";"None"
"w-881317";"11";"2";"0";"1";"1";"1";"1";"1";"all"
"w-881317";"185";"3";"0";"1";"1";"1";"1";"1";"all"
"b-306280";"14";"1";"0";"0";"0";"0";"0";"0";"None"
"b-306280";"178";"2";"0";"0";"1";"0";"0";"0";"close"
"b-306280";"8";"3";"0";"1";"0";"0";"0";"0";"close"
"q-604608";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"q-604608";"41";"2";"0";"0";"1";"0";"0";"1";"rand"
"q-604608";"74";"3";"1";"1";"1";"0";"1";"1";"all"
"d-658251";"29";"1";"0";"0";"0";"0";"0";"0";"None"
"d-658251";"150";"2";"0";"1";"0";"0";"0";"0";"rand"
"d-658251";"21";"3";"0";"0";"0";"1";"0";"0";"rand"
"y-403318";"108";"1";"0";"0";"0";"0";"0";"0";"None"
"y-403318";"77";"2";"1";"1";"0";"1";"1";"1";"all"
"y-403318";"15";"3";"1";"1";"0";"1";"1";"1";"all"
"e-134403";"148";"1";"0";"0";"0";"0";"0";"0";"None"
"e-134403";"4";"2";"0";"1";"0";"0";"0";"1";"rand"
"e-134403";"48";"3";"1";"1";"1";"0";"1";"1";"all"
"s-903252";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"s-903252";"64";"2";"0";"1";"1";"1";"1";"1";"all"
"s-903252";"61";"3";"0";"1";"1";"1";"1";"1";"all"
"o-282246";"187";"1";"0";"0";"0";"0";"0";"0";"None"
"o-282246";"6";"2";"1";"1";"1";"1";"1";"0";"all"
"o-282246";"7";"3";"0";"0";"1";"0";"0";"0";"rand"
"q-846671";"161";"1";"0";"0";"0";"0";"0";"0";"None"
"q-846671";"35";"2";"1";"0";"1";"1";"1";"1";"all"
"q-846671";"4";"3";"1";"0";"0";"1";"0";"0";"rand"
"h-762696";"137";"1";"0";"0";"0";"0";"0";"0";"None"
"h-762696";"59";"2";"0";"1";"1";"1";"1";"1";"all"
"h-762696";"4";"3";"0";"0";"0";"1";"0";"0";"rand"
"e-732903";"180";"1";"0";"0";"0";"0";"0";"0";"None"
"e-732903";"19";"2";"0";"0";"1";"0";"0";"1";"close"
"e-732903";"1";"3";"1";"1";"1";"0";"1";"1";"all"
"c-524358";"106";"1";"0";"0";"0";"0";"0";"0";"None"
"c-524358";"69";"2";"1";"1";"1";"0";"1";"1";"all"
"c-524358";"25";"3";"0";"0";"1";"0";"0";"1";"close"
"q-193969";"154";"1";"0";"0";"0";"0";"0";"0";"None"
"q-193969";"25";"2";"1";"0";"0";"1";"0";"0";"rand"
"q-193969";"21";"3";"1";"0";"1";"1";"1";"1";"all"
"i-655443";"56";"1";"0";"0";"0";"0";"0";"0";"None"
"i-655443";"132";"2";"0";"1";"0";"0";"0";"0";"close"
"i-655443";"12";"3";"0";"1";"0";"0";"0";"0";"rand"
