"ID";"N";"E";"Z1_int";"Z2_int";"Z3_int";"Z4_int";"Z5_int";"Z6_int";"interv"
"i-760060";"66";"1";"0";"0";"0";"0";"0";"0";"None"
"i-760060";"18";"2";"1";"1";"1";"1";"1";"0";"all"
"i-760060";"16";"3";"0";"0";"0";"0";"1";"0";"rand"
"k-107480";"14";"1";"0";"0";"0";"0";"0";"0";"None"
"k-107480";"64";"2";"0";"0";"0";"0";"0";"1";"close"
"k-107480";"22";"3";"0";"0";"0";"0";"0";"1";"close"
"l-183461";"68";"1";"0";"0";"0";"0";"0";"0";"None"
"l-183461";"24";"2";"1";"1";"1";"1";"1";"0";"all"
"l-183461";"8";"3";"0";"0";"1";"0";"0";"0";"close"
"o-577646";"84";"1";"0";"0";"0";"0";"0";"0";"None"
"o-577646";"14";"2";"0";"0";"0";"0";"0";"1";"rand"
"o-577646";"2";"3";"1";"1";"1";"1";"0";"1";"all"
"g-969700";"79";"1";"0";"0";"0";"0";"0";"0";"None"
"g-969700";"1";"2";"0";"0";"0";"0";"0";"1";"close"
"g-969700";"20";"3";"1";"1";"1";"1";"0";"1";"all"
"z-155196";"27";"1";"0";"0";"0";"0";"0";"0";"None"
"z-155196";"19";"2";"0";"1";"0";"1";"0";"0";"rand"
"z-155196";"54";"3";"1";"0";"0";"0";"0";"1";"rand"
"x-772107";"48";"1";"0";"0";"0";"0";"0";"0";"None"
"x-772107";"1";"2";"1";"0";"0";"1";"0";"0";"rand"
"x-772107";"51";"3";"1";"1";"0";"1";"1";"1";"all"
"x-700946";"26";"1";"0";"0";"0";"0";"0";"0";"None"
"x-700946";"27";"2";"0";"1";"0";"0";"0";"0";"close"
"x-700946";"47";"3";"0";"1";"1";"1";"1";"1";"all"
"g-518742";"45";"1";"0";"0";"0";"0";"0";"0";"None"
"g-518742";"34";"2";"1";"0";"1";"1";"1";"1";"all"
"g-518742";"21";"3";"1";"0";"1";"0";"0";"0";"close"
"n-602718";"76";"1";"0";"0";"0";"0";"0";"0";"None"
"n-602718";"16";"2";"0";"0";"1";"0";"0";"0";"close"
"n-602718";"8";"3";"0";"1";"1";"1";"1";"1";"all"
"l-680956";"83";"1";"0";"0";"0";"0";"0";"0";"None"
"l-680956";"14";"2";"0";"1";"1";"1";"1";"1";"all"
"l-680956";"3";"3";"0";"1";"1";"1";"1";"1";"all"
"p-923998";"25";"1";"0";"0";"0";"0";"0";"0";"None"
"p-923998";"70";"2";"1";"0";"0";"1";"0";"0";"rand"
"p-923998";"5";"3";"1";"0";"0";"0";"0";"1";"rand"
"b-784536";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"b-784536";"25";"2";"0";"1";"0";"0";"0";"0";"close"
"b-784536";"17";"3";"0";"1";"0";"0";"0";"0";"close"
"y-707353";"50";"1";"0";"0";"0";"0";"0";"0";"None"
"y-707353";"41";"2";"0";"0";"0";"1";"0";"0";"rand"
"y-707353";"9";"3";"0";"0";"1";"0";"0";"0";"close"
"z-658002";"68";"1";"0";"0";"0";"0";"0";"0";"None"
"z-658002";"23";"2";"0";"0";"0";"0";"0";"1";"rand"
"z-658002";"9";"3";"0";"1";"0";"0";"0";"0";"rand"
"s-498347";"6";"1";"0";"0";"0";"0";"0";"0";"None"
"s-498347";"38";"2";"0";"0";"0";"0";"0";"1";"rand"
"s-498347";"56";"3";"0";"0";"0";"0";"0";"1";"rand"
"j-472148";"96";"1";"0";"0";"0";"0";"0";"0";"None"
"j-472148";"2";"2";"1";"0";"0";"1";"0";"0";"rand"
"j-472148";"2";"3";"1";"0";"1";"1";"1";"1";"all"
"n-312691";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"n-312691";"14";"2";"0";"0";"0";"0";"0";"1";"rand"
"n-312691";"1";"3";"0";"0";"0";"0";"0";"1";"close"
"a-144046";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"a-144046";"11";"2";"0";"1";"1";"1";"1";"1";"all"
"a-144046";"4";"3";"0";"1";"1";"1";"1";"1";"all"
"p-584409";"7";"1";"0";"0";"0";"0";"0";"0";"None"
"p-584409";"23";"2";"1";"1";"0";"1";"1";"1";"all"
"p-584409";"70";"3";"0";"1";"0";"0";"0";"1";"rand"
"f-305422";"12";"1";"0";"0";"0";"0";"0";"0";"None"
"f-305422";"26";"2";"0";"1";"0";"1";"0";"0";"close"
"f-305422";"62";"3";"0";"1";"0";"0";"0";"1";"rand"
"x-793468";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"x-793468";"40";"2";"0";"1";"1";"1";"1";"1";"all"
"x-793468";"38";"3";"0";"0";"1";"0";"0";"0";"close"
"a-290251";"1";"1";"0";"0";"0";"0";"0";"0";"None"
"a-290251";"74";"2";"1";"1";"1";"0";"1";"1";"all"
"a-290251";"25";"3";"0";"0";"1";"0";"0";"1";"close"
"y-300710";"15";"1";"0";"0";"0";"0";"0";"0";"None"
"y-300710";"75";"2";"1";"1";"1";"1";"1";"0";"all"
"y-300710";"10";"3";"1";"1";"1";"1";"1";"0";"all"
"e-490029";"24";"1";"0";"0";"0";"0";"0";"0";"None"
"e-490029";"18";"2";"1";"1";"0";"1";"1";"1";"all"
"e-490029";"58";"3";"0";"1";"0";"0";"0";"1";"rand"
"g-720495";"64";"1";"0";"0";"0";"0";"0";"0";"None"
"g-720495";"24";"2";"0";"1";"0";"1";"0";"0";"rand"
"g-720495";"12";"3";"0";"1";"0";"1";"0";"0";"rand"
"p-206898";"41";"1";"0";"0";"0";"0";"0";"0";"None"
"p-206898";"28";"2";"0";"0";"0";"0";"0";"1";"rand"
"p-206898";"31";"3";"0";"0";"0";"0";"0";"1";"rand"
"w-718053";"46";"1";"0";"0";"0";"0";"0";"0";"None"
"w-718053";"9";"2";"0";"0";"0";"0";"0";"1";"close"
"w-718053";"45";"3";"1";"1";"1";"1";"0";"1";"all"
"c-141353";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"c-141353";"9";"2";"0";"0";"0";"0";"0";"1";"close"
"c-141353";"16";"3";"1";"1";"1";"1";"0";"1";"all"
"a-815627";"52";"1";"0";"0";"0";"0";"0";"0";"None"
"a-815627";"6";"2";"0";"1";"1";"1";"1";"1";"all"
"a-815627";"42";"3";"0";"1";"1";"1";"1";"1";"all"
"z-310583";"54";"1";"0";"0";"0";"0";"0";"0";"None"
"z-310583";"14";"2";"1";"1";"1";"1";"1";"0";"all"
"z-310583";"32";"3";"0";"0";"0";"1";"0";"0";"close"
"m-956863";"74";"1";"0";"0";"0";"0";"0";"0";"None"
"m-956863";"26";"2";"1";"1";"0";"1";"1";"1";"all"
"m-956863";"0";"3";"1";"1";"0";"1";"1";"1";"all"
"f-745726";"32";"1";"0";"0";"0";"0";"0";"0";"None"
"f-745726";"26";"2";"1";"0";"0";"1";"0";"0";"close"
"f-745726";"42";"3";"1";"0";"0";"1";"0";"0";"rand"
"f-878477";"30";"1";"0";"0";"0";"0";"0";"0";"None"
"f-878477";"25";"2";"1";"0";"1";"0";"0";"0";"close"
"f-878477";"45";"3";"1";"0";"1";"0";"0";"0";"close"
"m-654823";"39";"1";"0";"0";"0";"0";"0";"0";"None"
"m-654823";"13";"2";"1";"0";"1";"0";"0";"0";"close"
"m-654823";"48";"3";"1";"0";"1";"0";"0";"0";"close"
"j-613286";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"j-613286";"11";"2";"1";"0";"1";"1";"1";"1";"all"
"j-613286";"4";"3";"1";"0";"1";"0";"0";"0";"close"
"c-185844";"9";"1";"0";"0";"0";"0";"0";"0";"None"
"c-185844";"72";"2";"0";"0";"0";"0";"0";"1";"rand"
"c-185844";"19";"3";"0";"0";"0";"0";"0";"1";"close"
"m-307451";"17";"1";"0";"0";"0";"0";"0";"0";"None"
"m-307451";"7";"2";"1";"0";"1";"0";"0";"0";"close"
"m-307451";"76";"3";"1";"0";"1";"1";"1";"1";"all"
"y-266081";"96";"1";"0";"0";"0";"0";"0";"0";"None"
"y-266081";"4";"2";"1";"0";"0";"0";"0";"1";"close"
"y-266081";"0";"3";"0";"1";"0";"0";"0";"1";"rand"
"g-150341";"10";"1";"0";"0";"0";"0";"0";"0";"None"
"g-150341";"82";"2";"0";"1";"0";"1";"0";"0";"rand"
"g-150341";"8";"3";"1";"1";"0";"1";"1";"1";"all"
"z-509467";"37";"1";"0";"0";"0";"0";"0";"0";"None"
"z-509467";"63";"2";"0";"1";"0";"0";"0";"1";"rand"
"z-509467";"0";"3";"0";"1";"0";"0";"0";"1";"rand"
"z-622831";"56";"1";"0";"0";"0";"0";"0";"0";"None"
"z-622831";"27";"2";"0";"1";"0";"0";"0";"1";"rand"
"z-622831";"17";"3";"1";"1";"1";"0";"1";"1";"all"
"o-593602";"94";"1";"0";"0";"0";"0";"0";"0";"None"
"o-593602";"1";"2";"0";"0";"1";"0";"0";"0";"rand"
"o-593602";"5";"3";"1";"1";"1";"1";"1";"0";"all"
"j-986296";"28";"1";"0";"0";"0";"0";"0";"0";"None"
"j-986296";"39";"2";"1";"1";"1";"1";"0";"1";"all"
"j-986296";"33";"3";"0";"0";"0";"0";"0";"1";"close"
"n-590817";"52";"1";"0";"0";"0";"0";"0";"0";"None"
"n-590817";"23";"2";"1";"0";"1";"0";"0";"0";"close"
"n-590817";"25";"3";"1";"0";"1";"0";"0";"0";"rand"
"i-997659";"74";"1";"0";"0";"0";"0";"0";"0";"None"
"i-997659";"14";"2";"0";"0";"1";"0";"0";"1";"close"
"i-997659";"12";"3";"1";"1";"1";"0";"1";"1";"all"
"l-949862";"18";"1";"0";"0";"0";"0";"0";"0";"None"
"l-949862";"52";"2";"1";"1";"1";"1";"1";"0";"all"
"l-949862";"30";"3";"0";"0";"1";"0";"0";"0";"rand"
"h-779589";"16";"1";"0";"0";"0";"0";"0";"0";"None"
"h-779589";"71";"2";"0";"1";"1";"1";"1";"1";"all"
"h-779589";"13";"3";"0";"0";"1";"0";"0";"0";"rand"
"l-319099";"67";"1";"0";"0";"0";"0";"0";"0";"None"
"l-319099";"28";"2";"1";"1";"1";"1";"0";"1";"all"
"l-319099";"5";"3";"1";"1";"1";"1";"0";"1";"all"
"m-733806";"59";"1";"0";"0";"0";"0";"0";"0";"None"
"m-733806";"27";"2";"1";"1";"1";"1";"1";"0";"all"
"m-733806";"14";"3";"0";"0";"0";"1";"0";"0";"close"
"j-603984";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"j-603984";"3";"2";"1";"1";"1";"1";"0";"1";"all"
"j-603984";"12";"3";"1";"1";"1";"1";"0";"1";"all"
"p-614773";"49";"1";"0";"0";"0";"0";"0";"0";"None"
"p-614773";"33";"2";"1";"1";"1";"1";"1";"0";"all"
"p-614773";"18";"3";"0";"0";"0";"0";"1";"0";"close"
"p-503175";"84";"1";"0";"0";"0";"0";"0";"0";"None"
"p-503175";"2";"2";"1";"1";"1";"1";"0";"1";"all"
"p-503175";"14";"3";"0";"0";"0";"0";"0";"1";"close"
"r-841186";"87";"1";"0";"0";"0";"0";"0";"0";"None"
"r-841186";"12";"2";"0";"1";"1";"1";"1";"1";"all"
"r-841186";"1";"3";"0";"1";"1";"1";"1";"1";"all"
"g-464111";"87";"1";"0";"0";"0";"0";"0";"0";"None"
"g-464111";"5";"2";"1";"0";"0";"1";"0";"0";"close"
"g-464111";"8";"3";"1";"1";"0";"1";"1";"1";"all"
"i-585271";"44";"1";"0";"0";"0";"0";"0";"0";"None"
"i-585271";"31";"2";"0";"1";"0";"0";"0";"0";"rand"
"i-585271";"25";"3";"0";"1";"0";"0";"0";"0";"rand"
"d-306535";"78";"1";"0";"0";"0";"0";"0";"0";"None"
"d-306535";"10";"2";"1";"1";"1";"1";"0";"1";"all"
"d-306535";"12";"3";"1";"1";"1";"1";"0";"1";"all"
"p-337696";"24";"1";"0";"0";"0";"0";"0";"0";"None"
"p-337696";"21";"2";"0";"0";"0";"0";"0";"1";"close"
"p-337696";"55";"3";"0";"0";"0";"0";"0";"1";"rand"
"v-811760";"32";"1";"0";"0";"0";"0";"0";"0";"None"
"v-811760";"31";"2";"1";"1";"0";"1";"1";"1";"all"
"v-811760";"37";"3";"1";"0";"0";"1";"0";"0";"rand"
"m-372070";"86";"1";"0";"0";"0";"0";"0";"0";"None"
"m-372070";"5";"2";"1";"0";"0";"1";"0";"0";"rand"
"m-372070";"9";"3";"1";"0";"1";"1";"1";"1";"all"
"u-344170";"21";"1";"0";"0";"0";"0";"0";"0";"None"
"u-344170";"38";"2";"1";"1";"1";"1";"0";"1";"all"
"u-344170";"41";"3";"0";"0";"0";"0";"0";"1";"rand"
"p-383090";"73";"1";"0";"0";"0";"0";"0";"0";"None"
"p-383090";"7";"2";"1";"1";"1";"1";"1";"0";"all"
"p-383090";"20";"3";"0";"0";"0";"1";"0";"0";"close"
"i-233787";"48";"1";"0";"0";"0";"0";"0";"0";"None"
"i-233787";"29";"2";"0";"1";"0";"0";"0";"0";"close"
"i-233787";"23";"3";"0";"1";"1";"1";"1";"1";"all"
"q-543329";"67";"1";"0";"0";"0";"0";"0";"0";"None"
"q-543329";"24";"2";"0";"1";"0";"0";"0";"1";"rand"
"q-543329";"9";"3";"1";"0";"0";"0";"0";"1";"rand"
"z-658027";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"z-658027";"15";"2";"1";"1";"1";"1";"1";"0";"all"
"z-658027";"10";"3";"1";"1";"1";"1";"1";"0";"all"
"m-289157";"37";"1";"0";"0";"0";"0";"0";"0";"None"
"m-289157";"57";"2";"0";"0";"1";"0";"0";"0";"close"
"m-289157";"6";"3";"0";"1";"1";"1";"1";"1";"all"
"x-188277";"82";"1";"0";"0";"0";"0";"0";"0";"None"
"x-188277";"7";"2";"1";"1";"0";"1";"1";"1";"all"
"x-188277";"11";"3";"1";"0";"0";"1";"0";"0";"rand"
"s-856986";"66";"1";"0";"0";"0";"0";"0";"0";"None"
"s-856986";"16";"2";"1";"0";"0";"1";"0";"0";"rand"
"s-856986";"18";"3";"0";"1";"0";"0";"0";"1";"close"
"w-712955";"51";"1";"0";"0";"0";"0";"0";"0";"None"
"w-712955";"45";"2";"0";"0";"0";"0";"1";"0";"rand"
"w-712955";"4";"3";"0";"1";"0";"0";"0";"0";"rand"
"y-700520";"75";"1";"0";"0";"0";"0";"0";"0";"None"
"y-700520";"11";"2";"0";"0";"0";"0";"0";"1";"close"
"y-700520";"14";"3";"1";"1";"1";"1";"0";"1";"all"
"h-324749";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"h-324749";"40";"2";"0";"0";"0";"0";"0";"1";"rand"
"h-324749";"2";"3";"1";"1";"1";"1";"0";"1";"all"
"g-209799";"79";"1";"0";"0";"0";"0";"0";"0";"None"
"g-209799";"20";"2";"0";"0";"1";"0";"0";"1";"close"
"g-209799";"1";"3";"1";"1";"1";"0";"1";"1";"all"
"h-123109";"37";"1";"0";"0";"0";"0";"0";"0";"None"
"h-123109";"6";"2";"0";"1";"0";"0";"0";"1";"rand"
"h-123109";"57";"3";"1";"1";"1";"0";"1";"1";"all"
"l-974084";"87";"1";"0";"0";"0";"0";"0";"0";"None"
"l-974084";"9";"2";"1";"1";"1";"1";"1";"0";"all"
"l-974084";"4";"3";"1";"1";"1";"1";"1";"0";"all"
"v-186313";"34";"1";"0";"0";"0";"0";"0";"0";"None"
"v-186313";"47";"2";"1";"0";"1";"1";"1";"1";"all"
"v-186313";"19";"3";"1";"0";"0";"1";"0";"0";"rand"
"u-578234";"32";"1";"0";"0";"0";"0";"0";"0";"None"
"u-578234";"3";"2";"0";"0";"0";"1";"0";"0";"close"
"u-578234";"65";"3";"1";"1";"1";"1";"1";"0";"all"
"f-943815";"68";"1";"0";"0";"0";"0";"0";"0";"None"
"f-943815";"5";"2";"0";"1";"0";"0";"0";"1";"rand"
"f-943815";"27";"3";"1";"1";"1";"0";"1";"1";"all"
"o-195421";"28";"1";"0";"0";"0";"0";"0";"0";"None"
"o-195421";"23";"2";"1";"0";"0";"1";"0";"0";"rand"
"o-195421";"49";"3";"1";"0";"1";"0";"0";"0";"close"
"e-219304";"18";"1";"0";"0";"0";"0";"0";"0";"None"
"e-219304";"7";"2";"1";"1";"1";"0";"1";"1";"all"
"e-219304";"75";"3";"1";"1";"1";"0";"1";"1";"all"
"i-581814";"52";"1";"0";"0";"0";"0";"0";"0";"None"
"i-581814";"48";"2";"0";"0";"0";"0";"0";"1";"rand"
"i-581814";"0";"3";"0";"1";"1";"1";"1";"1";"all"
"g-210618";"42";"1";"0";"0";"0";"0";"0";"0";"None"
"g-210618";"24";"2";"0";"0";"1";"0";"0";"1";"close"
"g-210618";"34";"3";"1";"0";"0";"0";"0";"1";"rand"
"s-138193";"55";"1";"0";"0";"0";"0";"0";"0";"None"
"s-138193";"6";"2";"0";"1";"0";"0";"0";"0";"rand"
"s-138193";"39";"3";"0";"0";"1";"0";"0";"0";"close"
"k-416065";"33";"1";"0";"0";"0";"0";"0";"0";"None"
"k-416065";"59";"2";"0";"0";"1";"0";"0";"1";"close"
"k-416065";"8";"3";"0";"0";"1";"0";"0";"1";"rand"
"l-108080";"29";"1";"0";"0";"0";"0";"0";"0";"None"
"l-108080";"22";"2";"0";"0";"1";"0";"0";"1";"rand"
"l-108080";"49";"3";"0";"0";"1";"0";"0";"1";"rand"
"k-907698";"140";"1";"0";"0";"0";"0";"0";"0";"None"
"k-907698";"25";"2";"0";"0";"1";"0";"0";"1";"close"
"k-907698";"35";"3";"1";"1";"1";"0";"1";"1";"all"
"l-999199";"131";"1";"0";"0";"0";"0";"0";"0";"None"
"l-999199";"62";"2";"1";"0";"1";"1";"1";"1";"all"
"l-999199";"7";"3";"1";"0";"1";"0";"0";"0";"close"
"h-315237";"94";"1";"0";"0";"0";"0";"0";"0";"None"
"h-315237";"41";"2";"1";"1";"1";"0";"1";"1";"all"
"h-315237";"65";"3";"1";"1";"1";"0";"1";"1";"all"
"s-840900";"155";"1";"0";"0";"0";"0";"0";"0";"None"
"s-840900";"24";"2";"1";"0";"1";"0";"0";"0";"close"
"s-840900";"21";"3";"1";"0";"1";"1";"1";"1";"all"
"t-598394";"40";"1";"0";"0";"0";"0";"0";"0";"None"
"t-598394";"158";"2";"1";"0";"1";"0";"0";"0";"rand"
"t-598394";"2";"3";"1";"0";"1";"1";"1";"1";"all"
"l-508802";"85";"1";"0";"0";"0";"0";"0";"0";"None"
"l-508802";"8";"2";"0";"0";"0";"0";"0";"1";"rand"
"l-508802";"107";"3";"0";"0";"0";"0";"0";"1";"close"
"n-174409";"190";"1";"0";"0";"0";"0";"0";"0";"None"
"n-174409";"2";"2";"1";"0";"1";"0";"0";"0";"close"
"n-174409";"8";"3";"1";"0";"1";"0";"0";"0";"close"
"e-350103";"159";"1";"0";"0";"0";"0";"0";"0";"None"
"e-350103";"40";"2";"0";"1";"0";"0";"0";"1";"rand"
"e-350103";"1";"3";"0";"1";"0";"1";"0";"0";"close"
"t-322892";"106";"1";"0";"0";"0";"0";"0";"0";"None"
"t-322892";"81";"2";"1";"0";"1";"1";"1";"1";"all"
"t-322892";"13";"3";"1";"0";"1";"0";"0";"0";"rand"
"u-348777";"168";"1";"0";"0";"0";"0";"0";"0";"None"
"u-348777";"7";"2";"1";"0";"0";"1";"0";"0";"close"
"u-348777";"25";"3";"0";"1";"0";"1";"0";"0";"close"
"f-876013";"12";"1";"0";"0";"0";"0";"0";"0";"None"
"f-876013";"160";"2";"1";"1";"1";"0";"1";"1";"all"
"f-876013";"28";"3";"1";"0";"0";"0";"0";"1";"rand"
"y-191937";"49";"1";"0";"0";"0";"0";"0";"0";"None"
"y-191937";"57";"2";"1";"1";"1";"1";"0";"1";"all"
"y-191937";"94";"3";"1";"1";"1";"1";"0";"1";"all"
"c-462359";"58";"1";"0";"0";"0";"0";"0";"0";"None"
"c-462359";"99";"2";"1";"0";"0";"0";"0";"1";"rand"
"c-462359";"43";"3";"0";"1";"0";"0";"0";"1";"rand"
"m-553727";"46";"1";"0";"0";"0";"0";"0";"0";"None"
"m-553727";"103";"2";"0";"0";"0";"0";"0";"1";"rand"
"m-553727";"51";"3";"1";"1";"1";"1";"0";"1";"all"
"d-230148";"151";"1";"0";"0";"0";"0";"0";"0";"None"
"d-230148";"3";"2";"1";"1";"0";"1";"1";"1";"all"
"d-230148";"46";"3";"1";"1";"0";"1";"1";"1";"all"
"v-570750";"138";"1";"0";"0";"0";"0";"0";"0";"None"
"v-570750";"13";"2";"1";"0";"1";"0";"0";"0";"close"
"v-570750";"49";"3";"1";"0";"1";"1";"1";"1";"all"
"r-425288";"134";"1";"0";"0";"0";"0";"0";"0";"None"
"r-425288";"56";"2";"1";"0";"1";"1";"1";"1";"all"
"r-425288";"10";"3";"1";"0";"0";"0";"0";"1";"rand"
"m-292300";"141";"1";"0";"0";"0";"0";"0";"0";"None"
"m-292300";"57";"2";"1";"0";"1";"1";"1";"1";"all"
"m-292300";"2";"3";"1";"0";"1";"0";"0";"0";"close"
"o-260695";"105";"1";"0";"0";"0";"0";"0";"0";"None"
"o-260695";"31";"2";"1";"1";"1";"0";"1";"1";"all"
"o-260695";"64";"3";"1";"1";"1";"0";"1";"1";"all"
"i-467086";"100";"1";"0";"0";"0";"0";"0";"0";"None"
"i-467086";"19";"2";"0";"0";"1";"0";"0";"1";"close"
"i-467086";"81";"3";"0";"0";"1";"0";"0";"1";"close"
"c-634719";"128";"1";"0";"0";"0";"0";"0";"0";"None"
"c-634719";"7";"2";"0";"1";"1";"1";"1";"1";"all"
"c-634719";"65";"3";"0";"0";"1";"0";"0";"0";"close"
"d-525977";"53";"1";"0";"0";"0";"0";"0";"0";"None"
"d-525977";"81";"2";"0";"0";"0";"1";"0";"0";"rand"
"d-525977";"66";"3";"0";"0";"1";"0";"0";"0";"rand"
"m-821572";"62";"1";"0";"0";"0";"0";"0";"0";"None"
"m-821572";"66";"2";"1";"0";"0";"1";"0";"0";"close"
"m-821572";"72";"3";"0";"1";"0";"0";"0";"1";"rand"
"q-618317";"65";"1";"0";"0";"0";"0";"0";"0";"None"
"q-618317";"84";"2";"0";"0";"0";"0";"0";"1";"close"
"q-618317";"51";"3";"1";"1";"1";"1";"0";"1";"all"
"l-238886";"196";"1";"0";"0";"0";"0";"0";"0";"None"
"l-238886";"1";"2";"1";"1";"1";"0";"1";"1";"all"
"l-238886";"3";"3";"1";"1";"1";"0";"1";"1";"all"
"y-881818";"22";"1";"0";"0";"0";"0";"0";"0";"None"
"y-881818";"122";"2";"1";"1";"1";"1";"0";"1";"all"
"y-881818";"56";"3";"0";"0";"0";"0";"0";"1";"close"
"v-308950";"158";"1";"0";"0";"0";"0";"0";"0";"None"
"v-308950";"22";"2";"0";"0";"1";"0";"0";"1";"close"
"v-308950";"20";"3";"0";"0";"1";"0";"0";"1";"close"
"c-496891";"61";"1";"0";"0";"0";"0";"0";"0";"None"
"c-496891";"43";"2";"1";"1";"0";"1";"1";"1";"all"
"c-496891";"96";"3";"1";"0";"0";"0";"0";"1";"rand"
"j-979047";"3";"1";"0";"0";"0";"0";"0";"0";"None"
"j-979047";"144";"2";"0";"1";"0";"1";"0";"0";"close"
"j-979047";"53";"3";"1";"0";"0";"1";"0";"0";"close"
"k-971440";"131";"1";"0";"0";"0";"0";"0";"0";"None"
"k-971440";"12";"2";"1";"1";"1";"0";"1";"1";"all"
"k-971440";"57";"3";"0";"1";"0";"0";"0";"1";"rand"
"r-937349";"27";"1";"0";"0";"0";"0";"0";"0";"None"
"r-937349";"115";"2";"1";"0";"1";"1";"1";"1";"all"
"r-937349";"58";"3";"1";"0";"0";"1";"0";"0";"rand"
"g-119592";"15";"1";"0";"0";"0";"0";"0";"0";"None"
"g-119592";"92";"2";"0";"1";"0";"0";"0";"0";"rand"
"g-119592";"93";"3";"0";"1";"0";"0";"0";"0";"rand"
"i-972666";"136";"1";"0";"0";"0";"0";"0";"0";"None"
"i-972666";"20";"2";"1";"0";"1";"0";"0";"0";"close"
"i-972666";"44";"3";"1";"0";"0";"1";"0";"0";"rand"
"u-993303";"115";"1";"0";"0";"0";"0";"0";"0";"None"
"u-993303";"55";"2";"0";"0";"1";"0";"0";"0";"rand"
"u-993303";"30";"3";"0";"0";"1";"0";"0";"0";"rand"
"s-965434";"185";"1";"0";"0";"0";"0";"0";"0";"None"
"s-965434";"11";"2";"0";"0";"1";"0";"0";"0";"close"
"s-965434";"4";"3";"0";"1";"1";"1";"1";"1";"all"
